Name,Stems,Branches,Length,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
00680_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_08_15_33.ano.eswc,8,110,2967.11,74.5411,61.895,1.12364
00689_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_18.ano.eswc,10,77,2086.19,76.9878,66.0738,1.06097
00691_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_20_15_45.ano.eswc,8,90,2683.13,79.517,65.6066,1.1494
00692_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_19.ano.eswc,11,79,2752.77,68.7539,56.604,1.11468
00694_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_19.ano.eswc,11,107,3091.24,74.208,58.1095,1.13754
00700_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_20.ano.eswc,13,83,2800.24,86.4096,55.4178,1.1231
00702_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_20_16_32.ano.eswc,8,70,1984.56,69.7976,52.3621,1.07522
00703_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_08_31_14_00.ano.eswc,10,50,1731.55,74.9655,57.984,1.08197
00704_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_20_16_55.ano.eswc,11,77,2457.93,84.9453,69.184,1.07882
00705_P007_T01-S001_MTG_R0678_LJ-20220530_LJ_stamp_2022_07_22_17_21.ano.eswc,8,96,3677.42,73.1256,54.129,1.12065
00706_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_08_31_14_12.ano.eswc,10,102,2694.33,77.276,62.446,1.10689
00707_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_21_17_06.ano.eswc,9,98,3128.51,77.9717,62.0107,1.13752
00708_P007_T01-S001_MTG_R0509_LJ-20220530_YXQ_stamp_2022_07_25_17_18.ano.eswc,6,84,2595.75,67.6489,66.263,1.13152
00710_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_08_16_24.ano.eswc,7,96,3035.79,83.7411,58.9059,1.05373
00711_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_08_17_34.ano.eswc,9,101,3108.8,86.4232,57.8253,1.10963
00713_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_09_10_43.ano.eswc,9,99,2762.33,76.3219,56.1256,1.07578
00716_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_14_49.ano.eswc,7,93,3385.74,70.3612,52.6731,1.12115
00717_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_15_54.ano.eswc,11,109,3702.76,79.8128,60.7737,1.14216
00718_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_16_36.ano.eswc,9,100,2955.67,79.9779,61.453,1.14896
00719_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_17_28.ano.eswc,12,133,3899.13,87.2416,57.0723,1.15596
00721_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_18_10_35.ano.eswc,9,87,2783.94,76.2575,53.9281,1.13767
00722_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_31_14_59.ano.eswc,8,68,1975.08,69.5001,58.5287,1.06846
00724_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_11_30.ano.eswc,10,80,2912.82,81.3397,57.7736,1.11729
00725_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_14_09.ano.eswc,10,102,3141.35,79.1919,54.7393,1.12432
00726_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_06_28_17_09.ano.eswc,13,113,4357.79,68.2588,57.8562,1.13947
00727_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_14_09.ano.eswc,10,97,2601.85,62.2085,55.3889,1.06372
00730_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_30_14_24.ano.eswc,11,63,2148.26,83.2054,62.4456,1.1086
00731_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_07.ano.eswc,9,73,2133.64,82.4068,70.3291,1.06229
00732_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_08.ano.eswc,11,75,2214.78,71.5275,57.6212,1.11044
00733_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_09.ano.eswc,9,72,2123.85,80.61,61.6507,1.08311
00734_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_15_33.ano.eswc,9,97,2774.05,67.534,61.023,1.06012
00735_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_16_37.ano.eswc,7,79,2669.36,75.5027,64.3091,1.1321
00736_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_17_18.ano.eswc,9,77,2382.51,81.9755,61.2892,1.12074
00738_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_09_15_53.ano.eswc,10,92,3177.45,72.206,58.8489,1.13951
00740_P005_T01-S011_MFG_R0678_LJ-20220525_YXQ_stamp_2022_08_19_10_39.ano.eswc,12,121,4248.04,85.2536,63.3401,1.11592
00744_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_09_16_42.ano.eswc,10,106,3780.6,72.7314,50.6438,1.11286
00745_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_18.ano.eswc,12,74,2209.53,79.5719,69.7466,1.05594
00746_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_09_17_20.ano.eswc,8,104,2394.57,84.8538,64.284,1.0981
00747_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_20.ano.eswc,10,100,3371.15,84.7379,66.2828,1.14371
00748_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_20.ano.eswc,8,68,2062.62,90.5043,70.0782,1.13948
00749_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_19_16_02.ano.eswc,10,126,4031.63,75.6604,60.0349,1.14986
00750_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_19_16_42.ano.eswc,12,96,3393.8,72.8473,62.695,1.1442
00751_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_26_17_09.ano.eswc,13,123,4203.71,86.2999,55.4242,1.13134
00754_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_11_12.ano.eswc,11,91,3302.17,88.8861,55.761,1.11135
00755_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_11_13.ano.eswc,10,95,3442.64,85.1042,68.5587,1.1058
00756_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_13_54.ano.eswc,9,81,2711.51,85.4738,61.0489,1.12237
00757_P005_T01-S014_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_12_15_02.ano.eswc,13,133,6386.52,80.3551,56.067,1.13484
00760_P005_T01-S014_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_22_13_55.ano.eswc,9,112,4723.67,78.6384,59.9991,1.07532
00763_P005_T01-S014_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_22_15_43.ano.eswc,8,82,2691.89,80.8613,65.2191,1.09747
00765_P005_T01-S014_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_22_15_44.ano.eswc,9,110,4006.9,86.417,59.3567,1.12596
00766_P005_T01-S014_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_23_10_08.ano.eswc,7,91,3587.91,84.7768,68.0234,1.17886
00767_P005_T01-S014_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_31_15_01.ano.eswc,18,116,4975.2,74.6272,58.935,1.14827
00768_P005_T01-S014_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_26_17_09.ano.eswc,12,100,3478.49,82.5329,61.8002,1.14673
00769_P005_T01-S014_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_23_17_23.ano.eswc,11,91,2736.16,84.4059,72.5031,1.13003
00770_P005_T01-S014_MFG_R0678_LJ-20220525_LJ_stamp_2022_08_12_16_00.ano.eswc,8,108,3568.62,74.1475,53.6896,1.1011
00771_P005_T01-S014_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_12_16_45.ano.eswc,9,107,4148.77,86.4794,57.0577,1.15137
00774_P005_T01-S014_MFG_R0678_LJ-20220525_LJ_stamp_2022_08_26_17_10.ano.eswc,12,110,5846.04,77.6866,64.943,1.1093
00775_P005_T01-S014_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_08_16_44.ano.eswc,10,86,3028.68,87.7655,67.4016,1.11225
00776_P005_T01-S014_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_16_35.ano.eswc,10,76,3064.41,86.1951,68.7551,1.11667
00778_P005_T01-S014_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_24_14_23.ano.eswc,8,74,2006.25,72.0534,67.2178,1.0577
00779_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_31_14_38.ano.eswc,9,99,3560.44,94.6855,59.3646,1.1502
00780_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_09_16_35.ano.eswc,8,60,1894.2,80.2544,64.6992,1.05657
00784_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_09_16_36.ano.eswc,10,75,3070.71,90.0227,59.3575,1.11178
00785_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_08_16_44.ano.eswc,9,71,2145.24,73.5752,62.6765,1.04745
00786_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_08_16_45.ano.eswc,13,57,2072.44,68.8347,57.2904,1.08006
00787_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_09_16_36.ano.eswc,8,81,2528.61,76.6225,57.1164,1.0902
00788_P006_T01-S011_STG_R0509_LJ-20220530_LJ_stamp_2022_08_10_17_02.ano.eswc,11,91,3713.53,89.2435,63.6187,1.10743
00789_P006_T01-S011_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_10_17_02.ano.eswc,10,84,2190.4,85.9477,58.3619,1.0584
00792_P006_T01-S011_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_24_15_55.ano.eswc,9,93,3360,76.1942,57.0718,1.07959
00793_P006_T01-S011_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_24_16_58.ano.eswc,10,88,2325.98,85.1908,59.6173,1.08119
00798_P006_T01-S011_STG_R0509_LJ-20220530_XJ_stamp_2022_08_24_17_18.ano.eswc,14,92,2903.52,70.1969,55.9792,1.0829
00802_P006_T01-S011_STG_R0509_LJ-20220530_XJ_stamp_2022_08_23_16_23.ano.eswc,7,62,1875.18,84.6213,64.7985,1.09098
00812_P005_T01-S012_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_26_17_11.ano.eswc,9,83,2357.38,70.2759,58.1155,1.1193
00814_P005_T01-S012_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_14_05.ano.eswc,11,59,1599.42,85.3126,60.0686,1.05794
00818_P005_T01-S012_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_26_17_11.ano.eswc,14,120,3592.8,73.8138,60.8787,1.15425
00827_P006_T01-S018_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_22_15_06.ano.eswc,9,70,2037.17,65.9463,60.1762,1.06318
00830_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_03.ano.eswc,8,80,2101,85.7833,59.6652,1.09634
00831_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_12_17_11.ano.eswc,9,84,2639.96,77.7091,63.8858,1.08512
00832_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_04.ano.eswc,11,83,2408.31,83.0111,59.0375,1.07633
00836_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_05.ano.eswc,13,75,2105.11,79.7522,58.309,1.13198
00837_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_05.ano.eswc,8,86,2890.21,87.5595,63.6353,1.09237
00838_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_06.ano.eswc,10,110,3254.29,83.8251,61.7493,1.1271
00839_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_07.ano.eswc,11,89,2782.74,80.6034,60.6267,1.11118
00840_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_07.ano.eswc,10,88,1812.07,84.457,59.7859,1.08038
00841_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_26_17_12.ano.eswc,8,102,2861.87,82.8823,63.1276,1.11834
00842_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_26_17_12.ano.eswc,10,112,2888.13,73.4669,61.8947,1.10401
00844_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_26_17_13.ano.eswc,6,66,1920.62,68.1127,53.4276,1.06842
00845_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_26_12_40.ano.eswc,8,80,2771.14,91.151,62.2054,1.09581
00846_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_26_12_40.ano.eswc,8,108,2754.2,82.3339,66.3734,1.10912
00847_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_19_09_52.ano.eswc,8,92,2535.4,78.993,59.236,1.07334
00848_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_26_12_46.ano.eswc,9,83,1999.06,82.4386,66.1022,1.05486
00849_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_26_12_51.ano.eswc,9,125,4019.51,84.725,60.4077,1.12752
00850_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_07_28_10_27.ano.eswc,9,101,2850.41,73.1032,56.3696,1.11952
00851_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_07_28_11_01.ano.eswc,10,76,2364.3,81.5247,65.2651,1.08101
00852_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_05_17_12.ano.eswc,9,115,4842.9,77.1019,56.5796,1.0892
00854_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_25_17_19.ano.eswc,8,97,3043.86,71.9319,53.3955,1.09517
00855_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_25_17_21.ano.eswc,10,169,4948.55,77.1731,60.06,1.12655
00856_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_25_17_24.ano.eswc,13,107,3686.95,77.7828,58.1362,1.14961
00857_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_07_28_14_20.ano.eswc,15,115,3289.38,80.8503,63.8833,1.18828
00862_P010_T01-S008_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_14_23.ano.eswc,6,78,2159.37,72.3292,52.2981,1.0709
00864_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_15_40.ano.eswc,8,98,2721.67,79.835,55.9935,1.10468
00865_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_25_17_21.ano.eswc,9,95,3160.58,79.6134,50.247,1.13155
00866_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_30.ano.eswc,9,89,2451.8,82.7594,63.4104,1.06455
00867_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_58.ano.eswc,7,79,2108.16,68.0837,54.6408,1.0466
00869_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_25_17_22.ano.eswc,9,114,2809.85,83.0158,67.9654,1.06929
00870_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_27_16_44.ano.eswc,8,98,2376.44,99.1465,71.1941,1.09929
00871_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_07_27_16_45.ano.eswc,10,118,4079.85,85.739,62.2817,1.14596
00872_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_37.ano.eswc,15,137,3539.77,82.3199,63.916,1.17327
00873_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_38.ano.eswc,15,67,2610.69,74.2559,54.9745,1.12731
00874_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_07_28_16_38.ano.eswc,9,124,4403.66,82.0674,60.6476,1.1463
00875_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_38.ano.eswc,9,107,3402.57,79.5443,63.8945,1.09947
00876_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_08_10_17_03.ano.eswc,13,109,3065.79,87.0311,61.8897,1.06198
00877_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_08_10_17_03.ano.eswc,11,87,3613,88.5148,55.1823,1.09713
00878_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_10_17_04.ano.eswc,8,129,4623.7,84.8993,61.4767,1.10245
00879_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_08_10_17_04.ano.eswc,9,99,3454.3,86.0397,57.9292,1.10044
00880_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_10_17_04.ano.eswc,6,106,4665.76,86.1828,61.7885,1.11203
00881_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_10_17_05.ano.eswc,7,151,5749.01,91.2393,62.2471,1.11829
00882_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_11_16_34.ano.eswc,12,138,6677.75,74.6186,55.3739,1.10691
00883_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_11_16_35.ano.eswc,6,137,5547.99,78.6775,58.9304,1.10705
00884_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_11_16_35.ano.eswc,7,100,2473.28,83.2864,62.3032,1.13334
00885_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_11_16_35.ano.eswc,7,124,3299.18,90.7328,62.876,1.14608
00887_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_31_14_18.ano.eswc,15,191,9267.23,77.3494,60.1871,1.15872
00888_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_11_16_36.ano.eswc,11,107,3825.98,84.1224,64.9183,1.11828
00889_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_11_16_36.ano.eswc,9,111,4608.52,87.7192,53.6428,1.09951
00890_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_11_16_36.ano.eswc,13,131,4634.62,86.1092,60.417,1.13638
00891_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_18_09_01.ano.eswc,8,156,6180.41,84.5279,57.5549,1.11716
00892_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_18_09_01.ano.eswc,14,144,4585.95,84.5105,62.5515,1.13011
00893_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_18_09_02.ano.eswc,9,73,2182.72,89.5142,68.7224,1.10924
00894_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_18_09_02.ano.eswc,9,79,2538.01,86.7503,71.4855,1.08854
00895_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_18_09_04.ano.eswc,9,76,3217.63,84.641,56.3561,1.11533
00896_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_18_09_04.ano.eswc,9,119,4500.06,84.7435,59.668,1.10693
00897_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_18_09_05.ano.eswc,12,130,4788.45,76.0314,58.5945,1.11348
00898_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_18_09_05.ano.eswc,11,67,2792.46,75.8731,64.2816,1.08505
00899_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_06_29_17_13.ano.eswc,9,115,4974.53,69.7231,61.5234,1.10893
00901_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_18_09_06.ano.eswc,10,77,2452.64,80.1734,60.5309,1.05831
00902_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_06_29_17_17.ano.eswc,13,95,3720,75.0709,60.4337,1.14376
00903_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_18_09_06.ano.eswc,7,83,2875.3,76.8544,62.3585,1.05541
00904_P011_T01-S001_STG-AP_R1018_WY-20220610_XJ_stamp_2022_08_18_09_07.ano.eswc,9,138,3311.48,72.5993,44.0304,1.84767
00905_P011_T01-S001_STG-AP_R1018_WY-20220610_XJ_stamp_2022_08_18_09_07.ano.eswc,14,117,3161.91,67.2574,51.448,1.65411
00906_P011_T01-S001_STG-AP_R1018_WY-20220610_XJ_stamp_2022_08_18_09_08.ano.eswc,14,110,3333.22,77.2126,53.2468,1.65419
00907_P011_T01-S001_STG-AP_R0678_WY-20220610_XJ_stamp_2022_08_18_09_08.ano.eswc,9,123,5784.29,84.6205,56.6578,1.08413
00908_P011_T01-S001_STG-AP_R0678_WY-20220610_XJ_stamp_2022_08_18_09_08.ano.eswc,11,166,6867.3,76.7218,59.1192,1.10159
00909_P011_T01-S001_STG-AP_R1018_WY-20220610_YXQ_stamp_2022_08_18_09_09.ano.eswc,11,126,2885.43,85.9776,58.467,1.64023
00910_P011_T01-S001_STG-AP_R0678_WY-20220610_YXQ_stamp_2022_08_18_09_09.ano.eswc,8,94,4732.81,87.271,63.9572,1.09728
00911_P011_T01-S001_STG-AP_R1018_WY-20220610_YXQ_stamp_2022_08_18_09_10.ano.eswc,11,83,2814.25,92.0701,63.2875,1.62377
00912_P011_T01-S001_STG-AP_R1018_WY-20220610_LJ_stamp_2022_08_18_09_10.ano.eswc,17,114,3550.88,101.819,65.847,1.65637
00913_P011_T01-S001_STG-AP_R1018_WY-20220610_LJ_stamp_2022_08_31_14_43.ano.eswc,18,110,3058.01,93.2189,69.8361,1.83431
00914_P011_T01-S001_STG-AP_R0678_WY-20220610_LJ_stamp_2022_08_18_09_11.ano.eswc,18,68,3957.02,90.6541,61.8525,1.11536
00915_P011_T01-S001_STG-AP_R0509_WY-20220610_LJ_stamp_2022_08_18_09_11.ano.eswc,9,37,1772.7,87.5938,66.9719,1.1304
00917_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_09_12.ano.eswc,11,69,2181.24,78.6402,63.9632,1.12204
00919_P010_T01-S007_TP_R0678_LJ-20220607_LJ_stamp_2022_08_18_16_55.ano.eswc,9,102,3705.17,82.0784,63.5903,1.09902
00920_P010_T01-S007_TP_R0678_LJ-20220607_LJ_stamp_2022_08_18_16_55.ano.eswc,11,69,2884.02,80.072,64.9704,1.0909
00921_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_16_56.ano.eswc,9,69,2052.74,91.5289,63.5867,1.11169
00922_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_16_56.ano.eswc,12,90,3194.65,88.3333,62.9166,1.1304
00923_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_16_56.ano.eswc,9,78,2283.78,75.4038,67.189,1.10342
00924_P010_T01-S007_TP_R0678_LJ-20220607_LJ_stamp_2022_08_18_16_57.ano.eswc,9,101,3280.89,84.192,68.7054,1.07795
00930_P009_T01-S026_SFG_R0509_LJ-20220603_XJ_stamp_2022_08_18_16_57.ano.eswc,11,65,2197.53,91.8009,68.426,1.09372
00931_P009_T01-S026_SFG_R0678_LJ-20220603_XJ_stamp_2022_08_31_14_44.ano.eswc,7,113,3533.83,76.7163,58.3037,1.09651
00932_P009_T01-S026_SFG_R0509_LJ-20220603_XJ_stamp_2022_08_18_16_58.ano.eswc,12,70,1961.06,83.0899,58.3657,1.06586
00934_P009_T01-S026_SFG_R0678_LJ-20220603_XJ_stamp_2022_08_19_17_02.ano.eswc,9,83,2177.67,75.9136,66.8972,1.12864
00939_P008_T01-S007_SPL_R0460_LJ-20220607_YXQ_stamp_2022_06_29_17_17.ano.eswc,10,80,1614.99,82.8709,61.778,1.07001
00940_P008_T08-S022_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_06_29_17_19.ano.eswc,7,65,1332.17,72.2208,55.9838,1.07741
00942_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_02.ano.eswc,10,103,2525.19,85.0267,65.5623,1.0874
00946_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_31_14_46.ano.eswc,11,95,2751.81,82.103,56.1311,1.05694
00948_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_03.ano.eswc,8,84,2397.89,77.395,57.4237,1.13554
00949_P010_T01-S018_TP_R0613_LJ-20220607_LJ_stamp_2022_08_19_17_04.ano.eswc,9,97,3547.42,77.9884,60.054,1.13499
00950_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_04.ano.eswc,9,88,2302.71,69.8398,53.3243,1.12644
00952_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_05.ano.eswc,9,92,2939.47,80.3877,57.8655,1.13863
00953_P010_T01-S018_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_19_17_05.ano.eswc,8,104,3001.7,79.211,59.4085,1.14078
00954_P010_T01-S018_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_08_58.ano.eswc,9,93,2848.26,79.2562,59.9459,1.06465
00955_P010_T01-S018_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_08_59.ano.eswc,8,70,2289.82,89.3408,67.6933,1.04913
00956_P010_T01-S018_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_08_59.ano.eswc,9,69,2157.2,86.9849,60.4856,1.13144
00959_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_09_00.ano.eswc,7,59,1974.24,86.3894,69.8564,1.04238
00960_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_09_06.ano.eswc,6,60,1565.4,89.2219,64.1365,1.0864
00962_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_20_17.ano.eswc,8,80,1828.87,68.1237,57.3531,1.09323
00963_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_20_29.ano.eswc,7,75,2106.98,65.3222,52.8382,1.09272
00965_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_24_15_14.ano.eswc,9,71,2415.18,69.4543,52.3541,1.09095
00966_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_24_15_39.ano.eswc,6,83,2676.39,64.4987,58.0791,1.06512
00968_P011_T01-S002_STG-AP_R0460_WY-20220610_YXQ_stamp_2022_08_27_19_32.ano.eswc,7,87,2408.86,60.6563,53.2676,1.02402
