Name,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
00952_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_05.ano.eswc,TP,41,M,2049,12.5664,9,42,92,51,217.58,233.68,97,1.99902,2939.47,18469.2,9234.62,141.691,159.938,6,0.912117,21.2609,1,80.3877,57.8655,1.13863
00953_P010_T01-S018_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_19_17_05.ano.eswc,TP,41,M,1741,12.5664,8,49,104,56,244.587,269.107,93,1.99885,3001.7,18860.3,9430.13,148.958,170.556,7,0.916194,15.7308,1,79.211,59.4085,1.14078
00954_P010_T01-S018_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_08_58.ano.eswc,TP,41,M,2049,12.5664,9,43,93,51,205.16,185.84,98,1.99902,2848.26,17896.1,8948.07,121.839,148.248,7,0.918181,21.0215,1,79.2562,59.9459,1.06465
00955_P010_T01-S018_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_08_59.ano.eswc,TP,41,M,1452,12.5664,8,32,70,39,220.8,212.52,92,1.99862,2289.82,14387.4,7193.68,136.082,159.798,7,0.91317,19.7286,1,89.3408,67.6933,1.04913
00956_P010_T01-S018_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_08_59.ano.eswc,TP,41,M,1458,12.5664,9,31,69,39,220.8,206.08,81,1.99863,2157.2,13554.1,6777.04,139.637,162.108,5,0.913918,20.1159,1,86.9849,60.4856,1.13144
00959_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_09_00.ano.eswc,STG,42,F,1410,12.5664,7,27,59,33,193.66,218.96,110,1.99858,1974.24,12404.5,6202.24,119.685,171.545,7,0.905096,22.8814,1,86.3894,69.8564,1.04238
00960_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_09_06.ano.eswc,STG,42,F,1118,12.5664,6,28,60,33,165.6,232.76,104.889,1.99821,1565.4,9835.68,4917.84,151.302,210.348,7,0.911418,17.6167,1,89.2219,64.1365,1.0864
00962_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_20_17.ano.eswc,STG,42,F,722,12.5664,8,36,80,45,189.52,198.72,131,1.99723,1828.87,11491.1,5745.56,150.858,170.72,8,0.935571,8.0125,1,68.1237,57.3531,1.09323
00963_P011_T01-S002_STG-AP_R0460_WY-20220610_XJ_stamp_2022_08_25_20_29.ano.eswc,STG,42,F,751,12.5664,7,33,75,43,233.68,228.16,106.964,1.99734,2106.98,13238.5,6619.27,168.496,207.655,7,0.922728,9,1,65.3222,52.8382,1.09272
00965_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_24_15_14.ano.eswc,STG,42,F,725,12.5664,9,31,71,41,266.042,241.522,146.973,1.99724,2415.18,15175,7587.5,203.942,222.709,8,0.945848,9.19718,1,69.4543,52.3541,1.09095
00966_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_24_15_39.ano.eswc,STG,42,F,1121,12.5664,6,39,83,45,305.274,302.822,130,1.99822,2676.39,16816.2,8408.12,248.792,267.04,8,0.943427,12.494,1,64.4987,58.0791,1.06512
00968_P011_T01-S002_STG-AP_R0460_WY-20220610_YXQ_stamp_2022_08_27_19_32.ano.eswc,STG,42,F,1040,12.5664,7,41,87,47,225.4,217.12,114.877,1.99808,2408.86,15135.3,7567.66,150.995,212.763,8,0.90479,10.9425,1,60.6563,53.2676,1.02402
00969_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_31_15_06.ano.eswc,STG,42,F,1208,12.5664,7,44,95,52,308.339,219.454,106,1.99834,2488.74,15637.2,7818.6,198.473,244.556,10,0.93517,11.7053,1,57.8973,45.3574,1.11467
00971_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_27_19_50.ano.eswc,STG,42,F,732,12.5664,5,34,73,40,237.844,294.853,100.77,1.99727,2167.42,13618.3,6809.14,171.33,238.492,8,0.922831,9.0137,1,67.8158,61.5281,1.09228
00972_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_31_14_57.ano.eswc,STG,42,F,1195,12.5664,5,38,81,44,264.816,310.178,135,1.99833,2597.16,16318.5,8159.23,208.522,243.666,8,0.926171,13.7407,1,64.1108,61.2239,1.09233
00973_P011_T01-S002_STG-AP_R0919_WY-20220610_LJ_stamp_2022_08_25_10_29.ano.eswc,STG,42,F,2523,12.5664,6,90,197,108,403.441,437.444,196.98,1.99921,6422.12,40351.4,20175.7,257.594,324.306,10,0.934152,11.802,1,52.6379,47.3511,1.07118
00974_P011_T01-S002_STG-AP_R0613_WY-20220610_LJ_stamp_2022_08_24_16_33.ano.eswc,STG,42,F,2534,12.5664,8,83,175,93,308.952,308.952,159,1.99921,4888.33,30714.3,15357.2,179.089,235.119,10,0.928021,13.4743,1,61.2764,59.9515,1.08672
00976_P011_T01-S002_STG-AP_R0919_WY-20220610_LJ_stamp_2022_08_24_16_54.ano.eswc,STG,42,F,1770,12.5664,7,67,144,78,433.768,424.578,175.926,1.99887,5533.95,34770.8,17385.4,233.847,286.836,9,0.929692,11.2847,1,57.1994,51.8641,1.07935
00979_P010_T01-S017_TP_R0460_LJ-20220607_XJ_stamp_2022_08_25_09_11.ano.eswc,TP,41,M,1345,12.5664,11,25,60,36,231.38,223.1,87,1.99851,1985.77,12477,6238.49,161.222,191.5,7,0.918286,21.4,1,79.2913,56.4088,1.05269
00982_P010_T01-S017_TP_R0613_LJ-20220607_XJ_stamp_2022_08_25_09_11.ano.eswc,TP,41,M,2174,12.5664,11,49,107,59,263.59,307.113,128.556,1.99908,3727.84,23422.7,11711.4,179.302,208.04,15,0.929193,19.3084,1,82.1139,61.3769,1.10012
00988_P010_T01-S019_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_25_09_07.ano.eswc,TP,41,M,1933,12.5664,12,41,92,52,343.068,339.678,132,1.99897,3720.17,23374.5,11687.3,210,240.464,7,0.930872,20,1,82.29,67.4254,1.08949
00989_P010_T01-S019_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_25_09_07.ano.eswc,TP,41,M,2028,12.5664,13,24,59,36,258.063,255.009,119,1.99901,3185.89,20017.5,10008.8,146.88,175.195,4,0.919471,33.3559,1,91.1667,75.6037,1.13145
00990_P010_T01-S019_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_25_09_08.ano.eswc,TP,41,M,1326,12.5664,7,31,67,37,185.276,225.827,132,1.99849,2017.77,12678,6339.01,155.737,181.094,6,0.916562,18.7761,1,81.5089,61.6228,1.08496
00991_P010_T01-S019_TP_R0509_LJ-20220607_LJ_stamp_2022_08_25_09_08.ano.eswc,TP,41,M,1331,12.5664,9,37,81,45,194.947,201.564,93,1.9985,2034.32,12782,6390.99,122.808,162.649,9,0.922728,15.4198,1,88.9308,67.5221,1.06835
00993_P010_T01-S019_TP_R0509_LJ-20220607_LJ_stamp_2022_08_25_09_08.ano.eswc,TP,41,M,1499,12.5664,8,40,86,47,258.572,213.271,90,1.99867,2331.17,14647.2,7323.58,204.239,221.318,11,0.915666,16.4186,1,86.712,64.4584,1.09625
00996_P010_T01-S019_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_09_09.ano.eswc,TP,41,M,1941,12.5664,16,41,96,56,227.523,244.829,100,1.99897,3138.37,19718.9,9859.47,152.086,167.496,7,0.912358,19.2083,1,82.9795,59.0104,1.14879
00997_P010_T01-S019_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_09_09.ano.eswc,TP,41,M,1668,12.5664,10,36,80,45,233.122,203.091,94,1.9988,2603.99,16361.4,8180.68,143.852,173.725,7,0.90911,19.8375,1,83.4112,58.6575,1.11834
00998_P010_T01-S019_TP_R0678_LJ-20220607_XJ_stamp_2022_08_25_09_09.ano.eswc,TP,41,M,1954,12.5664,9,40,87,48,301.032,263.742,100,1.99898,3645.8,22907.2,11453.6,174.97,202.102,7,0.928062,21.4483,1,68.0087,47.9336,1.10907
00999_P010_T01-S019_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_09_10.ano.eswc,TP,41,M,1654,12.5664,8,39,86,48,244.32,224.469,100,1.99879,2557.57,16069.7,8034.85,161.987,182.621,6,0.918609,18.2209,1,77.0634,56.465,1.12434
01010_P008_T08-S036_SPL_R0460_YXQ-20220615_LJ_stamp_2022_06_29_17_20.ano.eswc,PL,47,F,1268,12868,7,47,99,53,192.74,217.989,102,2.7705,2403.18,27468.5,122664,138.87,178.677,9,0.920821,11.798,1.01297,86.7155,68.1698,1.09911
01015_P008_T02-S019_SPL_R0460_LJ-20220621_XJ_stamp_2022_06_30_09_57.ano.eswc,PL,47,F,1566,7583.66,14,46,104,59,190.236,218.96,86,2.53787,2767.81,31758.2,112891,138.909,164.168,8,0.91341,14.0481,0.862209,70.3282,59.9086,1.07497
01038_P010_T01-S020_TP_R0460_LJ-20220607_LJ_stamp_2022_08_22_13_28.ano.eswc,TP,41,M,282,12.5664,6,15,34,20,122.36,144.44,30,1.99291,785.918,4938.07,2469.04,94.6685,101.954,5,0.932733,7.26471,1,70.7722,61.2871,1.08383
01041_P010_T01-S023_TP_R0613_LJ-20220607_LJ_stamp_2022_08_22_15_20.ano.eswc,TP,41,M,906,12.5664,5,36,75,40,258.686,304.048,79,1.99779,2182.08,13710.4,6855.2,191.484,228.378,8,0.932672,11.0667,1,85.4667,57.2298,1.05934
01046_P008_T02-S016_SPL_R0460_LJ-20220621_YXQ_stamp_2022_08_22_16_23.ano.eswc,PL,47,F,1339,12.5664,9,45,99,55,201.48,215.74,84,1.99851,1882.58,11828.6,5914.3,137.07,233.785,10,0.901565,12.5152,1,75.4765,66.4567,1.14244
01051_P008_T02-S016_SPL_R0460_LJ-20220621_LJ_stamp_2022_08_22_17_24.ano.eswc,PL,47,F,937,12.5664,8,35,76,42,148.58,177.56,79,1.99787,1332.55,8372.67,4186.33,107.085,129.554,8,0.906395,11.3158,1,77.4227,55.0238,1.05724
01052_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_11_13.ano.eswc,PL,47,F,831,12.5664,4,29,64,36,170.66,150.88,72,1.99759,1288.05,8093.05,4046.53,135.155,165.186,8,0.911421,11.9688,1,78.7349,60.5658,1.07656
01053_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_09_08.ano.eswc,PL,47,F,801,12.5664,6,26,58,33,142.6,153.18,68,1.9975,1205.29,7573.04,3786.52,101.037,128.467,9,0.918922,12.7931,1,66.4998,66.2512,1.09467
01056_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_10_29.ano.eswc,PL,47,F,977,12.5664,8,28,65,38,144.44,126.96,74.75,1.99795,1360.36,8547.41,4273.7,108.031,130.49,5,0.89201,14.0154,1,71.1127,56.2328,1.07415
01059_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_11_10.ano.eswc,PL,47,F,1035,12.5664,5,27,57,31,186.658,166.06,82,1.99807,1537.3,9659.13,4829.56,141.175,174.45,8,0.899257,17.1404,1,76.4195,51.9216,1.12018
01062_P013_T02-S016_S(M)FG_R0613_LJ-20220619_XJ_stamp_2022_08_23_11_44.ano.eswc,SMFG,18,M,899,12.5664,8,27,62,36,263.59,268.494,126,1.99778,2697.42,16948.4,8474.2,155.139,180.234,7,0.899947,13.4839,1,76.3928,58.3132,1.10555
01065_P008_T08-S037_SPL_R0460_YXQ-20220615_XJ_stamp_2022_08_23_13_17.ano.eswc,PL,47,F,568,12.5664,4,22,49,28,183.08,173.88,56.943,1.99648,1227.31,7711.39,3855.7,107.995,120.655,6,0.928062,10.5714,1,80.9985,67.5833,1.05833
01066_P008_T08-S037_SPL_R0460_YXQ-20220615_XJ_stamp_2022_08_23_13_59.ano.eswc,PL,47,F,545,12.5664,6,24,55,32,142.6,155.48,66.825,1.99633,1319.02,8287.64,4143.82,103.152,118.691,7,0.904636,8.89091,1,81.2177,64.4109,1.0748
01073_P008_T02-S014_SPL_R0460_LJ-20220621_XJ_stamp_2022_08_30_16_10.ano.eswc,PL,47,F,965,12.5664,8,21,49,29,130.64,162.38,96,1.99793,1368.64,8599.43,4299.71,121.164,142.456,6,0.909752,18.6735,1,86.571,60.3293,1.04852
01076_P008_T02-S014_SPL_R0460_LJ-20220621_LJ_stamp_2022_08_30_16_23.ano.eswc,PL,47,F,1064,12.5664,7,32,69,38,150.164,193.2,93,1.99812,1497.82,9411.07,4705.53,113.287,144.765,7,0.906875,14.4058,1,83.2066,71.066,1.05684
01087_P008_T02-S015_SPL_R0613_LJ-20220621_XJ_stamp_2022_08_25_09_10.ano.eswc,PL,47,F,2014,12.5664,7,42,89,48,229.262,281.367,125,1.99901,3363.11,21131,10565.5,182.999,208.397,8,0.906533,21.618,1,83.9439,51.4286,1.10161
01098_P008_T02-S012_SPL_R0460_LJ-20220621_YXQ_stamp_2022_08_25_09_10.ano.eswc,PL,47,F,1479,12.5664,7,33,72,40,164.68,225.4,89,1.99865,2076.57,13047.5,6523.75,130.78,155.753,6,0.908729,19.5278,1,75.9351,59.9861,1.07017
01101_P008_T02-S012_SPL_R0460_LJ-20220621_YXQ_stamp_2022_08_31_14_50.ano.eswc,PL,47,F,1844,12.5664,9,36,79,44,201.02,217.12,96,1.99892,2556.46,16062.7,8031.36,160.016,182.098,6,0.907427,22.3291,1,89.963,62.3279,1.05984
01111_P013_T02-S026_S(M)FG_R0460_LJ-20220619_XJ_stamp_2022_08_23_21_14.ano.eswc,SMFG,18,M,1633,12.5664,12,30,70,41,231.84,203.78,141.987,1.99878,2834.25,17808.1,8904.06,148.964,174.903,5,0.896754,22.3143,1,85.0586,56.9488,1.05026
01112_P013_T02-S026_S(M)FG_R0613_LJ-20220619_XJ_stamp_2022_08_26_11_45.ano.eswc,SMFG,18,M,1877,12.5664,8,45,96,52,302.209,282.593,143,1.99893,3227.71,20280.3,10140.2,172.699,195.966,8,0.901677,18.5417,1,72.129,58.8018,1.11182
01113_P013_T02-S026_S(M)FG_R0460_LJ-20220619_XJ_stamp_2022_08_23_22_15.ano.eswc,SMFG,18,M,1255,12.5664,9,26,59,34,230,214.82,123,1.99841,1863.6,11709.4,5854.69,137.123,182.719,8,0.902419,20.2542,1,63.5584,60.568,1.04739
01114_P013_T02-S026_S(M)FG_R0613_LJ-20220619_XJ_stamp_2022_08_23_23_16.ano.eswc,SMFG,18,M,1647,12.5664,9,39,85,47,258.073,263.59,146,1.99879,2999.96,18849.3,9424.65,171.135,205.567,7,0.915217,18.3647,1,70.2342,57.3429,1.07588
01119_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_23_23_57.ano.eswc,TP,41,M,1265,12.5664,7,34,73,40,266.042,275.237,125,1.99842,2294.12,14414.4,7207.2,173.197,198.818,9,0.918254,16.3151,1,76.8895,64.6278,1.07231
01120_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_24_14_32.ano.eswc,TP,41,M,1656,12.5664,7,41,87,47,301.732,209.646,128,1.99879,2894.81,18188.6,9094.32,184.01,206.037,8,0.925917,18.023,1,76.2494,59.4947,1.08095
01121_P010_T01-S009_TP_R0613_LJ-20220607_XJ_stamp_2022_08_31_13_42.ano.eswc,TP,41,M,1793,12.5664,9,52,111,60,269.107,214.55,120,1.99888,3394.93,21330.9,10665.5,199.087,233.32,13,0.923767,15.1441,1,79.345,59.6811,1.10898
01122_P010_T01-S009_TP_R0613_LJ-20220607_XJ_stamp_2022_08_27_23_05.ano.eswc,TP,41,M,1274,12.5664,4,52,106,55,205.968,217.615,81.556,1.99843,2162.83,13589.5,6794.73,142.924,173.33,10,0.924222,11.0094,1,88.2694,61.7931,1.07889
01124_P010_T01-S009_TP_R0613_LJ-20220607_XJ_stamp_2022_08_24_16_23.ano.eswc,TP,41,M,3425,12.5664,7,77,159,83,312.63,297.918,127,1.99942,5670.93,35631.5,17815.8,212.405,262.103,12,0.929507,20.5346,1,68.4493,55.225,1.11171
01125_P010_T01-S009_TP_R0460_LJ-20220607_XJ_stamp_2022_08_27_20_08.ano.eswc,TP,41,M,1220,12.5664,9,53,118,66,207.92,173.88,80.04,1.99836,2279.73,14324,7161.99,129.081,164.133,7,0.921338,9.33051,1,69.6977,48.6277,1.12867
01126_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_27_20_28.ano.eswc,TP,41,M,1468,12.5664,6,67,143,77,290.562,253.782,128,1.99864,3235.72,20330.7,10165.3,180.26,203.796,10,0.92917,9.25874,1,72.6797,55.8496,1.09079
01127_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_27_20_45.ano.eswc,TP,41,M,664,12.5664,6,43,96,54,217.002,191.256,60,1.99699,2009.64,12626.9,6313.46,131.912,165.515,7,0.942845,5.90625,1,60.8592,53.0785,1.07328
01128_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_27_21_03.ano.eswc,TP,41,M,771,12.5664,10,46,103,58,228.16,184,82,1.99741,2166.29,13611.2,6805.59,166.577,212.764,9,0.919961,6.47573,1,77.9038,60.0063,1.10471
01130_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_17_08.ano.eswc,TP,41,M,2155,12.5664,6,60,124,65,234.6,232.3,95,1.99907,2946.38,18512.7,9256.34,192.173,241.807,13,0.915299,16.371,1,75.2613,63.2137,1.1103
01131_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_18_42.ano.eswc,TP,41,M,2047,12.5664,6,50,104,55,234.14,227.24,105,1.99902,2957.75,18584.1,9292.03,163.743,197.771,11,0.91394,18.6731,1,79.4542,60.5212,1.09417
01132_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_31_15_09.ano.eswc,TP,41,M,2443,12.5664,7,62,129,68,311.404,295.875,146,1.99918,4321.53,27153,13576.5,221.208,247.694,11,0.92141,17.9302,1,81.8476,57.9978,1.07597
01133_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_53.ano.eswc,TP,41,M,946,12.5664,7,45,99,55,197.8,146.28,121.914,1.99789,1823.32,11456.3,5728.13,158.856,173.938,8,0.925146,8.54545,1,57.7773,53.2018,1.06917
01134_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_24_19_49.ano.eswc,TP,41,M,1668,12.5664,7,45,95,51,267.268,276.463,122,1.9988,2985.8,18760.3,9380.17,190.064,232.525,8,0.926084,16.5474,1,64.5447,54.6818,1.08008
01135_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_24_20_36.ano.eswc,TP,41,M,1795,12.5664,8,37,80,44,271.559,291.175,134,1.99889,3015.48,18946.8,9473.41,154.824,187.139,6,0.921264,21.425,1,74.8971,64.2784,1.07542
01136_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_26_11_48.ano.eswc,TP,41,M,1953,12.5664,8,40,86,47,307.726,286.271,132,1.99898,3234.33,20321.9,10160.9,181.728,206.553,10,0.922833,21.6977,1,70.1426,59.7921,1.08449
01137_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_21_37.ano.eswc,TP,41,M,1990,12.5664,7,46,97,52,233.22,224.02,112.954,1.99899,2612.41,16414.3,8207.13,154.531,180.539,9,0.907435,19.5052,1,62.0086,54.7024,1.09753
01139_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_24_22_35.ano.eswc,TP,41,M,1061,12.5664,9,33,73,41,151.647,144.44,74,1.99811,1579.39,9923.58,4961.79,100.216,115.391,6,0.921208,13.5205,1,71.7244,56.4322,1.08216
01142_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_24_23_11.ano.eswc,TP,41,M,2320,12.5664,8,59,126,68,230,228.62,109,1.99914,3258.37,20473,10236.5,145.782,191.889,12,0.92241,17.4048,1,79.8934,59.693,1.12164
01143_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_31_14_24.ano.eswc,TP,41,M,1764,12.5664,9,57,121,65,255.008,195.547,134,1.99887,2954.58,18564.2,9282.09,152.35,174.795,8,0.931713,13.5702,1,60.0906,52.303,1.09486
01144_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_13_29.ano.eswc,TP,41,M,1848,12.5664,9,39,85,47,220.8,230.409,135,1.99892,2595.33,16307,8153.48,138.185,166.058,7,0.918482,20.7294,1,80.184,54.6266,1.07525
01145_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_25_13_52.ano.eswc,TP,41,M,1570,12.5664,5,33,69,37,269.72,267.268,136,1.99873,2564.73,16114.7,8057.33,182.871,212.065,7,0.917301,21.7391,1,69.7908,59.7862,1.11173
01147_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_27_21_33.ano.eswc,MFG,34,M,724,12.5664,7,38,85,48,218.96,196.88,104,1.99724,2085.99,13106.7,6553.34,127.192,178.114,7,0.91767,7.50588,1,59.1186,51.6352,1.04123
01148_P014_T01-S012_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_25_14_22.ano.eswc,MFG,34,M,1993,12.5664,7,44,94,51,221.26,209.76,100,1.999,2782.64,17483.8,8741.92,154.968,188.745,9,0.91529,20.1915,1,75.6826,57.2861,1.05418
01149_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_15_13.ano.eswc,MFG,34,M,2037,12.5664,6,48,100,53,224.02,194.12,102,1.99902,2778.91,17460.4,8730.21,164.024,198.096,8,0.883866,19.36,1,75.7642,55.0181,1.08258
01151_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_24_17_20.ano.eswc,MFG,34,M,829,12.5664,10,33,78,46,230,193.2,102.784,1.99759,2030.75,12759.6,6379.78,128.16,172.095,7,0.906873,9.61538,1,57.0468,49.7922,1.06768
01152_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_16_09.ano.eswc,MFG,34,M,1574,12.5664,12,34,78,45,204.7,228.62,107,1.99873,2419.75,15203.8,7601.88,131.7,148.935,8,0.909971,19.1667,1,79.3241,53.0821,1.0812
01159_P010_T01-S021_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_31_15_16.ano.eswc,TP,41,M,2610,12.5664,13,48,107,60,309.497,296.079,125,1.99923,4492.85,28229.4,14114.7,205.201,240.37,7,0.917957,23.3832,1,78.65,60.0413,1.12821
01160_P010_T01-S021_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_25_17_40.ano.eswc,TP,41,M,2867,12.5664,8,54,114,61,302.822,302.209,131,1.9993,4808.06,30210,15105,220.557,257.025,8,0.920034,24.1404,1,72.0151,57.5087,1.10413
01161_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_20_23.ano.eswc,TP,41,M,2494,12.5664,10,48,104,57,235.06,215.28,101,1.9992,3597.83,22605.8,11302.9,147.817,179.547,6,0.913817,22.9712,1,66.3838,52.2546,1.06524
01162_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_15_03.ano.eswc,TP,41,M,1407,12.5664,10,31,70,40,222.18,207,84,1.99858,2152.26,13523,6761.52,129.728,159.607,6,0.91493,19.0857,1,81.4713,57.913,1.08153
01167_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_28.ano.eswc,TP,41,M,1937,12.5664,11,55,119,65,233.68,195.5,117,1.99897,2826.56,17759.8,8879.9,152.673,173.917,7,0.924898,15.2689,1,70.1096,57.3609,1.08297
01168_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_13_49.ano.eswc,TP,41,M,1824,12.5664,7,52,109,58,222.18,200.56,113,1.9989,2683.9,16863.4,8431.72,147.757,166.358,7,0.918847,15.7248,1,67.4323,51.6136,1.14304
01169_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_13.ano.eswc,TP,41,M,1905,12.5664,7,43,91,49,216.2,204.24,103,1.99895,2670.28,16777.9,8388.94,151.614,188.441,7,0.92092,19.9231,1,76.2727,56.8924,1.0513
01171_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_13_51.ano.eswc,TP,41,M,1454,12.5664,6,26,56,31,224.94,199.64,82,1.99862,2010.21,12630.5,6315.25,143.492,186.236,6,0.916679,24.9464,1,82.4313,66.7808,1.05198
01173_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_00_17.ano.eswc,TP,41,M,1766,12.5664,6,51,107,57,201.48,215.28,95.889,1.99887,2413.32,15163.3,7581.67,129.983,157.89,10,0.93062,15.4953,1,71.4643,60.0099,1.07399
01174_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_19_33.ano.eswc,TP,41,M,814,12.5664,11,34,78,45,209.76,204.24,114.814,1.99754,2255.28,14170.3,7085.16,122.486,162.81,8,0.931373,9.42308,1,80.4998,70.4449,1.03686
01175_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_15_19.ano.eswc,TP,41,M,2029,12.5664,6,37,78,42,233.22,232.3,97.889,1.99901,2769.49,17401.2,8700.6,153.644,184.891,6,0.911548,25,1,69.7601,56.386,1.04663
01180_P010_T01-S021_TP_R0613_LJ-20220607_LJ_stamp_2022_08_31_14_55.ano.eswc,TP,41,M,495,12.5664,6,30,71,42,228.036,201.064,93,1.99596,1656.98,10411.1,5205.54,158.318,183.337,6,0.944853,5.95775,1,49.4634,50.2481,1.11371
01181_P010_T01-S021_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_13_58.ano.eswc,TP,41,M,992,12.5664,7,43,92,50,171.58,194.12,70,1.99798,1429.41,8981.25,4490.62,133.622,166.256,8,0.922916,9.77174,1,89.015,67.7006,1.06385
01182_P010_T01-S014_TP_R0460_LJ-20220607_LJ_stamp_2022_08_31_14_32.ano.eswc,TP,41,M,1931,12.5664,12,43,96,54,203.32,189.06,85,1.99896,2761.4,17350.4,8675.21,116.497,132.346,6,0.90124,19.1042,1,85.6065,57.9581,1.08819
01183_P010_T01-S014_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_15_03.ano.eswc,TP,41,M,1752,12.5664,7,53,111,59,231.101,243.974,82,1.99886,2966.07,18636.4,9318.19,142.89,165.463,6,0.924078,14.7748,1,72.7501,50.0972,1.12812
01185_P010_T01-S014_TP_R0613_LJ-20220607_GYC_stamp_2022_08_31_14_35.ano.eswc,TP,41,M,2239,12.5664,7,47,99,53,313.243,310.178,120,1.99911,3807.53,23923.4,11961.7,203.969,221.355,7,0.921228,21.6061,1,75.6417,57.9268,1.06314
01186_P010_T01-S014_TP_R0460_LJ-20220607_GYC_stamp_2022_08_26_14_06.ano.eswc,TP,41,M,1048,12.5664,7,43,91,49,126.96,165.14,61,1.99809,1448.28,9099.81,4549.9,100.934,121.347,7,0.923465,10.5055,1,71.1014,64.1254,1.06406
01187_P010_T01-S014_TP_R0460_LJ-20220607_GYC_stamp_2022_08_31_14_43.ano.eswc,TP,41,M,2584,12.5664,9,58,123,66,234.14,231.84,105,1.99923,3533.86,22203.9,11101.9,148.988,179.158,6,0.9141,20,1,74.6544,55.6945,1.0585
