Name,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
00802_P006_T01-S011_STG_R0509_LJ-20220530_XJ_stamp_2022_08_23_16_23.ano.eswc,STG,63,M,1210,12.5664,7,28,62,35,224.469,187.821,88,1.99835,1875.18,11782.1,5891.04,163.111,202.573,13,0.913511,18.5,1,84.6213,64.7985,1.09098
00812_P005_T01-S012_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_26_17_11.ano.eswc,MFG,36,F,1549,12.5664,9,38,83,46,253.482,198.001,83,1.99871,2357.38,14811.8,7405.91,144.451,176.023,6,0.905055,17.6506,1,70.2759,58.1155,1.1193
00814_P005_T01-S012_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_14_05.ano.eswc,MFG,36,F,783,12.5664,11,25,59,35,181.713,161.862,85,1.99745,1599.42,10049.5,5024.74,119.207,139.917,5,0.910989,12.2542,1,85.3126,60.0686,1.05794
00818_P005_T01-S012_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_26_17_11.ano.eswc,MFG,36,F,2003,12.5664,14,54,120,67,241.775,203.091,90.332,1.999,3592.8,22574.2,11287.1,147.656,166.432,7,0.910959,15.6833,1,73.8138,60.8787,1.15425
00827_P006_T01-S018_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_22_15_06.ano.eswc,STG,63,M,1409,12.5664,9,31,70,40,177.132,186.803,108,1.99858,2037.17,12799.9,6399.96,137.594,157.272,9,0.893367,19.1143,1,65.9463,60.1762,1.06318
00830_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_03.ano.eswc,TP,41,M,1365,12.5664,8,37,80,44,173.06,201.162,88,1.99853,2101,13201,6600.49,115.998,144.905,7,0.895772,16.05,1,85.7833,59.6652,1.09634
00831_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_12_17_11.ano.eswc,TP,41,M,1560,12.5664,9,38,84,47,243.302,255.518,113,1.99872,2639.96,16587.3,8293.66,142.582,169.149,7,0.91778,17.5595,1,77.7091,63.8858,1.08512
00832_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_04.ano.eswc,TP,41,M,1260,12.5664,11,37,83,47,178.15,227.523,98.7,1.99841,2408.31,15131.9,7565.94,129.299,163.445,9,0.909215,14.1687,1,83.0111,59.0375,1.07633
00836_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_05.ano.eswc,TP,41,M,1308,12.5664,13,32,75,44,233.235,198.001,94.995,1.99847,2105.11,13226.8,6613.4,136.202,156.813,5,0.911873,16.4267,1,79.7522,58.309,1.13198
00837_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_05.ano.eswc,TP,41,M,1892,12.5664,8,40,86,47,180.695,257.045,136,1.99894,2890.21,18159.8,9079.88,147.069,206.578,8,0.89268,20.9884,1,87.5595,63.6353,1.09237
00838_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_06.ano.eswc,TP,41,M,2107,12.5664,10,51,110,60,235.158,258.063,113,1.99905,3254.29,20447.3,10223.6,157.481,216.911,10,0.902098,18.1455,1,83.8251,61.7493,1.1271
00839_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_07.ano.eswc,TP,41,M,1719,12.5664,11,40,89,50,213.78,233.631,97,1.99884,2782.74,17484.5,8742.23,129.061,152.129,8,0.904076,18.3034,1,80.6034,60.6267,1.11118
00840_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_17_07.ano.eswc,TP,41,M,1134,12.5664,10,40,88,49,160.844,184.258,83,1.99824,1812.07,11385.6,5692.8,112.887,134.766,8,0.908764,11.875,1,84.457,59.7859,1.08038
00841_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_26_17_12.ano.eswc,TP,41,M,1824,12.5664,8,48,102,55,219.888,259.59,97,1.9989,2861.87,17981.7,8990.84,161.715,190.465,12,0.916734,16.8725,1,82.8823,63.1276,1.11834
00842_P010_T01-S013_TP_R0509_LJ-20220607_XJ_stamp_2022_08_26_17_12.ano.eswc,TP,41,M,1863,12.5664,10,52,112,61,230.577,228.032,125,1.99893,2888.13,18146.7,9073.33,143.248,161.62,9,0.910556,15.625,1,73.4669,61.8947,1.10401
00844_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_26_17_13.ano.eswc,TP,41,M,1227,12.5664,6,31,66,36,179.677,205.127,115,1.99837,1920.62,12067.6,6033.81,129.154,166.678,9,0.912238,17.5758,1,68.1127,53.4276,1.06842
00845_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_26_12_40.ano.eswc,TP,41,M,1827,12.5664,8,37,80,44,227.523,257.045,120,1.99891,2771.14,17411.6,8705.78,153.949,199.169,7,0.891396,21.825,1,91.151,62.2054,1.09581
00846_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_26_12_40.ano.eswc,TP,41,M,1761,12.5664,8,51,108,58,221.755,232.104,105,1.99886,2754.2,17305.2,8652.59,153.473,196.373,12,0.911948,15.2963,1,82.3339,66.3734,1.10912
00847_P010_T01-S013_TP_R0509_LJ-20220607_LJ_stamp_2022_08_19_09_52.ano.eswc,TP,41,M,1520,12.5664,8,43,92,50,215.59,217.343,98,1.99868,2535.4,15930.4,7965.2,140.377,181.111,8,0.907325,15.5109,1,78.993,59.236,1.07334
00848_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_26_12_46.ano.eswc,TP,41,M,1275,12.5664,9,38,83,46,151.173,226.505,118,1.99843,1999.06,12560.5,6280.23,120.085,137.32,9,0.905863,14.3494,1,82.4386,66.1022,1.05486
00849_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_26_12_51.ano.eswc,TP,41,M,2313,12.5664,9,59,125,67,255.606,325.44,129,1.99914,4019.51,25255.3,12627.7,171.297,227.826,8,0.904365,17.496,1,84.725,60.4077,1.12752
00850_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_07_28_10_27.ano.eswc,TP,41,M,1449,12.5664,9,47,101,55,182.731,254.5,108.059,1.99862,2850.41,17909.7,8954.83,140.243,186.744,8,0.903757,13.3366,1,73.1032,56.3696,1.11952
00851_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_07_28_11_01.ano.eswc,TP,41,M,1502,12.5664,10,34,76,43,187.821,258.572,103.667,1.99867,2364.3,14855.3,7427.67,155.252,179.473,7,0.906404,18.75,1,81.5247,65.2651,1.08101
00852_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_05_17_12.ano.eswc,TP,41,M,2420,5541.77,9,54,115,62,334.254,334.254,129,2.33421,4842.9,43389.1,127619,187.233,245.061,12,0.917047,20.0348,0.893241,77.1019,56.5796,1.0892
00854_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_25_17_19.ano.eswc,TP,41,M,1600,12.5664,8,45,97,53,225.774,294.93,119,1.99875,3043.86,19125.1,9562.56,157.223,206.953,8,0.91946,15.4845,1,71.9319,53.3955,1.09517
00855_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_25_17_21.ano.eswc,TP,41,M,2662,12.5664,10,80,169,90,250.182,322.05,130,1.99925,4948.55,31092.7,15546.3,191.423,235.852,13,0.923163,14.7456,1,77.1731,60.06,1.12655
00856_P010_T01-S008_TP_R0678_LJ-20220607_YXQ_stamp_2022_07_25_17_24.ano.eswc,TP,41,M,1928,12.5664,13,48,107,60,223.062,336.288,95,1.99896,3686.95,23165.8,11582.9,182.82,220.644,13,0.919792,17.0093,1,77.7828,58.1362,1.14961
00857_P010_T01-S008_TP_R0509_LJ-20220607_YXQ_stamp_2022_07_28_14_20.ano.eswc,TP,41,M,1954,12.5664,15,51,115,65,221.325,253.482,84,1.99898,3289.38,20667.8,10333.9,147.12,166.189,12,0.919306,15.9826,1,80.8503,63.8833,1.18828
00862_P010_T01-S008_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_14_23.ano.eswc,TP,41,M,1138,12.5664,6,37,78,42,216.834,244.829,81,1.99824,2159.37,13567.7,6783.85,155.809,178.948,6,0.916779,13.5769,1,72.3292,52.2981,1.0709
00864_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_15_40.ano.eswc,TP,41,M,1740,12.5664,8,46,98,53,225.77,220.858,94,1.99885,2721.67,17100.7,8550.37,136.863,161.911,6,0.911767,16.7449,1,79.835,55.9935,1.10468
00865_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_25_17_21.ano.eswc,TP,41,M,2101,12.5664,9,44,95,52,249.919,228.824,103,1.99905,3160.58,19858.5,9929.26,172.734,209.728,6,0.902563,21.1053,1,79.6134,50.247,1.13155
00866_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_30.ano.eswc,TP,41,M,1613,12.5664,9,41,89,49,228.541,220.296,97,1.99876,2451.8,15405.1,7702.56,126.429,156.831,7,0.909293,17.1124,1,82.7594,63.4104,1.06455
00867_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_58.ano.eswc,TP,41,M,1333,12.5664,7,37,79,43,208.181,211.235,74,1.9985,2108.16,13246,6622.98,145.772,176.109,6,0.914625,15.8608,1,68.0837,54.6408,1.0466
00869_P010_T01-S010_TP_R0509_LJ-20220607_LJ_stamp_2022_07_25_17_22.ano.eswc,TP,41,M,1854,12.5664,9,53,114,62,206.145,213.78,97.827,1.99892,2809.85,17654.8,8827.4,149.022,188.733,10,0.915018,15.2544,1,83.0158,67.9654,1.06929
00870_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_27_16_44.ano.eswc,TP,41,M,1629,12.5664,8,46,98,53,175.096,253.482,145,1.99877,2376.44,14931.6,7465.8,146.3,175.041,8,0.907585,15.6122,1,99.1465,71.1941,1.09929
00871_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_07_27_16_45.ano.eswc,TP,41,M,2156,12.5664,10,55,118,64,284.082,302.388,123,1.99907,4079.85,25634.4,12817.2,214.205,248.589,8,0.917113,17.2627,1,85.739,62.2817,1.14596
00872_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_37.ano.eswc,TP,41,M,2286,12.5664,15,62,137,76,209.03,226.505,121,1.99913,3539.77,22241,11120.5,160.42,209.644,8,0.908731,15.6788,1,82.3199,63.916,1.17327
00873_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_38.ano.eswc,TP,41,M,1643,12.5664,15,27,67,41,183.749,228.032,127,1.99878,2610.69,16403.5,8201.74,143.712,186.743,7,0.891023,23.5075,1,74.2559,54.9745,1.12731
00874_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_07_28_16_38.ano.eswc,TP,41,M,2372,12.5664,9,58,124,67,292.896,342.39,159,1.99916,4403.66,27669,13834.5,204.472,258.412,9,0.91332,18.121,1,82.0674,60.6476,1.1463
00875_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_07_28_16_38.ano.eswc,TP,41,M,2294,12.5664,9,50,107,58,245.847,258.063,145,1.99913,3402.57,21379,10689.5,153.336,196.085,7,0.905247,20.4299,1,79.5443,63.8945,1.09947
00876_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_08_10_17_03.ano.eswc,TP,41,M,2021,12.5664,13,49,109,61,185.276,208.69,128,1.99901,3065.79,19262.9,9631.46,128.173,163.545,10,0.895891,17.5321,1,87.0311,61.8897,1.06198
00877_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_08_10_17_03.ano.eswc,TP,41,M,2380,12.5664,11,39,87,49,246.356,257.554,141,1.99916,3613,22701.2,11350.6,171.086,207.642,9,0.901717,26.3448,1,88.5148,55.1823,1.09713
00878_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_10_17_04.ano.eswc,TP,41,M,2549,12.5664,8,61,129,69,258.921,345.78,162.967,1.99922,4623.7,29051.5,14525.8,200.027,252.654,9,0.920189,18.7519,1,84.8993,61.4767,1.10245
00879_P010_T01-S012_TP_R0509_LJ-20220607_LJ_stamp_2022_08_10_17_04.ano.eswc,TP,41,M,2329,12.5664,9,46,99,54,247.374,258.572,105,1.99914,3454.3,21704,10852,172.321,252.27,7,0.903401,22.5152,1,86.0397,57.9292,1.10044
00880_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_10_17_04.ano.eswc,TP,41,M,2669,12.5664,6,50,106,57,340.356,296.286,177,1.99925,4665.76,29315.9,14657.9,194.526,267.69,10,0.907003,24.1698,1,86.1828,61.7885,1.11203
00881_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_10_17_05.ano.eswc,TP,41,M,3323,12.5664,7,73,151,79,269.166,295.608,150,1.9994,5749.01,36122.1,18061,211.215,251.999,9,0.907038,21,1,91.2393,62.2471,1.11829
00882_P010_T01-S012_TP_R0678_LJ-20220607_LJ_stamp_2022_08_11_16_34.ano.eswc,TP,41,M,3642,12.5664,12,64,138,75,334.932,340.356,148,1.99945,6677.75,41957.6,20978.8,213.095,275.428,11,0.907515,25.3841,1,74.6186,55.3739,1.10691
00883_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_11_16_35.ano.eswc,TP,41,M,3060,12.5664,6,66,137,72,337.644,332.898,138,1.99935,5547.99,34859,17429.5,213.662,260.952,11,0.912269,21.3285,1,78.6775,58.9304,1.10705
00884_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_11_16_35.ano.eswc,TP,41,M,1665,12.5664,7,47,100,54,197.492,231.595,78,1.9988,2473.28,15540.1,7770.03,146.869,186.027,7,0.902424,15.64,1,83.2864,62.3032,1.13334
00885_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_11_16_35.ano.eswc,TP,41,M,2228,12.5664,7,59,124,66,211.235,247.883,95,1.9991,3299.18,20729.4,10364.7,176.52,207.788,11,0.905302,16.9597,1,90.7328,62.876,1.14608
00887_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_31_14_18.ano.eswc,TP,41,M,2976,12.5664,15,89,191,103,345.78,346.458,160,2.26744,9267.23,75192.5,113947,236.583,268.925,16,0.93918,14.5759,1.40521,77.3494,60.1871,1.15872
00888_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_11_16_36.ano.eswc,TP,41,M,2004,12.5664,11,49,107,59,309.168,275.946,119,1.999,3825.98,24039.4,12019.7,195.072,226.678,9,0.923489,17.7196,1,84.1224,64.9183,1.11828
00889_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_11_16_36.ano.eswc,TP,41,M,2437,12.5664,9,52,111,60,306.456,340.356,134,1.99918,4608.52,28956.2,14478.1,219.117,272.029,8,0.916575,20.9459,1,87.7192,53.6428,1.09951
00890_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_11_16_36.ano.eswc,TP,41,M,3076,12.5664,13,60,131,72,241.775,252.464,145,1.99935,4634.62,29120.2,14560.1,186.352,217.973,12,0.904753,22.4733,1,86.1092,60.417,1.13638
00891_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_18_09_01.ano.eswc,TP,41,M,3393,12.5664,8,75,156,82,322.05,314.592,142,1.99941,6180.41,38832.6,19416.3,226.763,259.357,14,0.912857,20.7436,1,84.5279,57.5549,1.11716
00892_P010_T01-S012_TP_R0678_LJ-20220607_XJ_stamp_2022_08_18_09_01.ano.eswc,TP,41,M,2455,12.5664,14,65,144,80,290.862,342.39,104,1.99919,4585.95,28814.4,14407.2,231.132,254.825,13,0.920693,16.0417,1,84.5105,62.5515,1.13011
00893_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_18_09_02.ano.eswc,TP,41,M,1430,12.5664,9,33,73,41,202.582,245.338,121,1.9986,2182.72,13714.4,6857.22,141.503,173.392,7,0.910684,18.5753,1,89.5142,68.7224,1.10924
00894_P010_T01-S012_TP_R0509_LJ-20220607_XJ_stamp_2022_08_18_09_02.ano.eswc,TP,41,M,1712,12.5664,9,36,79,44,211.744,226.505,130,1.99883,2538.01,15946.8,7973.39,174.735,214.549,9,0.907861,20.6582,1,86.7503,71.4855,1.08854
00895_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_18_09_04.ano.eswc,TP,41,M,2196,12.5664,9,34,76,43,236.685,252.973,117,1.99909,3217.63,20217,10108.5,191.079,253.472,8,0.907546,27.8816,1,84.641,56.3561,1.11533
00896_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_18_09_04.ano.eswc,TP,41,M,2524,12.5664,9,56,119,64,291.54,309.168,145,1.99921,4500.06,28274.7,14137.3,184.11,222.563,11,0.90783,20.2017,1,84.7435,59.668,1.10693
00897_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_18_09_05.ano.eswc,TP,41,M,2635,12.5664,12,60,130,71,278.658,294.93,135,1.99924,4788.45,30086.7,15043.4,192.34,249.322,9,0.911221,19.2615,1,76.0314,58.5945,1.11348
00898_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_18_09_05.ano.eswc,TP,41,M,1440,12.5664,11,29,67,39,226.452,296.286,117,1.99861,2792.46,17545.5,8772.76,189.447,224.865,10,0.916419,20.4776,1,75.8731,64.2816,1.08505
00899_P010_T01-S012_TP_R0678_LJ-20220607_YXQ_stamp_2022_06_29_17_13.ano.eswc,TP,41,M,1553,6647.61,9,54,115,62,339,298.998,166,2.69356,4974.53,47657.9,102271,197.342,231.157,9,0.945796,12.4957,0.882959,69.7231,61.5234,1.10893
00901_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_18_09_06.ano.eswc,TP,41,M,1619,12.5664,10,34,77,44,214.289,229.05,134,1.99876,2452.64,15410.4,7705.2,134.69,161.976,6,0.906745,20.013,1,80.1734,60.5309,1.05831
00902_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_06_29_17_17.ano.eswc,TP,41,M,1545,14526.7,13,42,95,54,259.081,202.073,161,3.6021,3720,56638.2,322354,179.999,219.682,7,0.918126,15.2526,1.06934,75.0709,60.4337,1.14376
00903_P010_T01-S012_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_18_09_06.ano.eswc,TP,41,M,2009,12.5664,7,39,83,45,192.233,216.325,134,1.999,2875.3,18066.1,9033.03,150.448,193.808,8,0.904501,23.1928,1,76.8544,62.3585,1.05541
00904_P011_T01-S001_STG-AP_R1018_WY-20220610_XJ_stamp_2022_08_18_09_07.ano.eswc,STG,42,F,3284,12.5664,9,65,138,74,7.2,7.524,206,1.99939,3311.48,20806.6,10403.3,155.305,156.889,8,0.883407,22.7899,1,72.5993,44.0304,1.84767
00905_P011_T01-S001_STG-AP_R1018_WY-20220610_XJ_stamp_2022_08_18_09_07.ano.eswc,STG,42,F,2959,12.5664,14,52,117,66,7.236,6.966,190,1.99932,3161.91,19866.9,9933.44,143.875,144.265,8,0.872938,24.2821,1,67.2574,51.448,1.65411
00906_P011_T01-S001_STG-AP_R1018_WY-20220610_XJ_stamp_2022_08_18_09_08.ano.eswc,STG,42,F,3213,12.5664,14,48,110,63,8.424,5.652,224,1.99938,3333.22,20943.3,10471.6,150.089,150.139,10,0.908095,28.2,1,77.2126,53.2468,1.65419
00907_P011_T01-S001_STG-AP_R0678_WY-20220610_XJ_stamp_2022_08_18_09_08.ano.eswc,STG,42,F,3061,12.5664,9,58,123,66,293.574,344.424,167,1.99935,5784.29,36343.7,18171.9,214.934,260.984,7,0.928661,23.878,1,84.6205,56.6578,1.08413
00908_P011_T01-S001_STG-AP_R0678_WY-20220610_XJ_stamp_2022_08_18_09_08.ano.eswc,STG,42,F,3766,12.5664,11,78,166,89,343.746,291.54,196,1.99947,6867.3,43148.5,21574.3,226.969,273.757,14,0.925611,21.6807,1,76.7218,59.1192,1.10159
00909_P011_T01-S001_STG-AP_R1018_WY-20220610_YXQ_stamp_2022_08_18_09_09.ano.eswc,STG,42,F,2981,12.5664,11,57,126,70,7.452,7.668,161,1.99933,2885.43,18129.7,9064.86,128.006,129.233,8,0.869095,22.6508,1,85.9776,58.467,1.64023
00910_P011_T01-S001_STG-AP_R0678_WY-20220610_YXQ_stamp_2022_08_18_09_09.ano.eswc,STG,42,F,2654,12.5664,8,44,94,51,343.746,313.236,142,1.99925,4732.81,29737.1,14868.6,200.595,243.625,9,0.913663,27.2234,1,87.271,63.9572,1.09728
00911_P011_T01-S001_STG-AP_R1018_WY-20220610_YXQ_stamp_2022_08_18_09_10.ano.eswc,STG,42,F,2569,12.5664,11,37,83,47,6.174,8.766,215,1.99922,2814.25,17682.4,8841.21,182.876,182.889,6,0.870145,29.9398,1,92.0701,63.2875,1.62377
00912_P011_T01-S001_STG-AP_R1018_WY-20220610_LJ_stamp_2022_08_18_09_10.ano.eswc,STG,42,F,3058,12.5664,17,49,114,66,7.11,6.102,205,1.99935,3550.88,22310.8,11155.4,164.279,166.513,8,0.855608,25.8158,1,101.819,65.847,1.65637
00913_P011_T01-S001_STG-AP_R1018_WY-20220610_LJ_stamp_2022_08_31_14_43.ano.eswc,STG,42,F,2948,12.5664,18,47,110,64,7.812,7.368,151,1.99932,3058.01,19214,9607.02,115.865,146.131,10,0.850652,25.7909,1,93.2189,69.8361,1.83431
00914_P011_T01-S001_STG-AP_R0678_WY-20220610_LJ_stamp_2022_08_18_09_11.ano.eswc,STG,42,F,2128,12.5664,18,26,68,43,338.322,307.134,152,1.99906,3957.02,24862.7,12431.3,216.868,258.895,5,0.910927,30.2794,1,90.6541,61.8525,1.11536
00915_P011_T01-S001_STG-AP_R0509_WY-20220610_LJ_stamp_2022_08_18_09_11.ano.eswc,STG,42,F,1168,12.5664,9,15,37,23,206.145,252.464,84,1.99829,1772.7,11138.2,5569.09,157.79,188.556,4,0.897208,30.5405,1,87.5938,66.9719,1.1304
00917_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_09_12.ano.eswc,TP,41,M,1348,12.5664,11,30,69,40,257.554,203.6,106,1.99852,2181.24,13705.1,6852.57,140.402,163.625,7,0.904914,18.5217,1,78.6402,63.9632,1.12204
00919_P010_T01-S007_TP_R0678_LJ-20220607_LJ_stamp_2022_08_18_16_55.ano.eswc,TP,41,M,2059,12.5664,9,47,102,56,245.436,338.322,126,1.99903,3705.17,23280.3,11640.1,197.94,246.464,12,0.918656,19.1765,1,82.0784,63.5903,1.09902
00920_P010_T01-S007_TP_R0678_LJ-20220607_LJ_stamp_2022_08_18_16_55.ano.eswc,TP,41,M,1506,12.5664,11,30,69,40,238.656,270.522,110,1.99867,2884.02,18120.9,9060.43,155.703,185.175,7,0.906365,20.8116,1,80.072,64.9704,1.0909
00921_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_16_56.ano.eswc,TP,41,M,1355,12.5664,9,31,69,39,188.839,175.605,96,1.99852,2052.74,12897.7,6448.86,117.858,152.888,5,0.900435,18.6232,1,91.5289,63.5867,1.11169
00922_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_16_56.ano.eswc,TP,41,M,2043,12.5664,12,40,90,51,258.572,224.469,120,1.99902,3194.65,20072.6,10036.3,155.179,192.64,6,0.904091,21.6889,1,88.3333,62.9166,1.1304
00923_P010_T01-S007_TP_R0509_LJ-20220607_LJ_stamp_2022_08_18_16_56.ano.eswc,TP,41,M,1454,12.5664,9,35,78,44,226.505,239.23,73,1.99862,2283.78,14349.4,7174.72,132.915,160.346,8,0.905888,17.6282,1,75.4038,67.189,1.10342
00924_P010_T01-S007_TP_R0678_LJ-20220607_LJ_stamp_2022_08_18_16_57.ano.eswc,TP,41,M,1844,12.5664,9,47,101,55,210.858,334.932,131.889,1.99892,3280.89,20614.4,10307.2,197.758,239.578,8,0.917526,17.2475,1,84.192,68.7054,1.07795
00930_P009_T01-S026_SFG_R0509_LJ-20220603_XJ_stamp_2022_08_18_16_57.ano.eswc,SFG,46,M,1496,12.5664,11,28,65,38,205.636,211.744,81,1.99866,2197.53,13807.5,6903.76,128.8,162.022,6,0.895937,22,1,91.8009,68.426,1.09372
00931_P009_T01-S026_SFG_R0678_LJ-20220603_XJ_stamp_2022_08_31_14_44.ano.eswc,SFG,46,M,1928,12.5664,7,54,113,60,235.266,322.05,113,1.99896,3533.83,22203.7,11101.8,203.447,222.899,8,0.914206,16.0531,1,76.7163,58.3037,1.09651
00932_P009_T01-S026_SFG_R0509_LJ-20220603_XJ_stamp_2022_08_18_16_58.ano.eswc,SFG,46,M,1175,12.5664,12,30,70,41,198.51,236.685,79,1.9983,1961.06,12321.7,6160.84,135.495,152.262,5,0.906903,15.7714,1,83.0899,58.3657,1.06586
00934_P009_T01-S026_SFG_R0678_LJ-20220603_XJ_stamp_2022_08_19_17_02.ano.eswc,SFG,46,M,1200,12.5664,9,38,83,46,183.06,274.59,82,1.99833,2177.67,13682.7,6841.35,197.854,221.268,13,0.91688,13.4458,1,75.9136,66.8972,1.12864
00939_P008_T01-S007_SPL_R0460_LJ-20220607_YXQ_stamp_2022_06_29_17_17.ano.eswc,PL,47,F,858,11309.7,10,36,80,45,143.52,192.178,113,3.29506,1614.99,24649.4,131947,120.822,138.668,8,0.923847,9.7125,0.942051,82.8709,61.778,1.07001
00940_P008_T08-S022_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_06_29_17_19.ano.eswc,PL,47,F,616,11309.7,7,30,65,36,146.28,142.14,82,4.59804,1332.17,29037,225710,107.651,119.077,6,0.929814,8.46154,0.882408,72.2208,55.9838,1.07741
00942_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_02.ano.eswc,TP,41,M,1727,12.5664,10,47,103,57,184.46,192.74,95,1.99884,2525.19,15866.2,7933.11,111.758,130.501,6,0.915021,15.7573,1,85.0267,65.5623,1.0874
00946_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_31_14_46.ano.eswc,TP,41,M,1920,12.5664,11,43,95,53,222.18,217.12,108,1.99896,2751.81,17290.1,8645.07,157.733,182.323,7,0.922801,19.2,1,82.103,56.1311,1.05694
00948_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_03.ano.eswc,TP,41,M,1660,12.5664,8,39,84,46,160.08,222.18,107,1.9988,2397.89,15066.4,7533.2,125.91,142.459,6,0.916355,18.75,1,77.395,57.4237,1.13554
00949_P010_T01-S018_TP_R0613_LJ-20220607_LJ_stamp_2022_08_19_17_04.ano.eswc,TP,41,M,1988,12.5664,9,45,97,53,251.33,289.336,102,1.99899,3547.42,22289.1,11144.5,177.625,202.03,7,0.928385,19.4845,1,77.9884,60.054,1.13499
00950_P010_T01-S018_TP_R0460_LJ-20220607_LJ_stamp_2022_08_19_17_04.ano.eswc,TP,41,M,1584,12.5664,9,40,88,49,209.3,215.28,93,1.99874,2302.71,14468.3,7234.17,126.462,148.051,7,0.926463,16.9886,1,69.8398,53.3243,1.12644
