,Orientation,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,mean_Nodes,mean_SomaSurface,mean_Stems,mean_Bifurcations,mean_Branches,mean_Tips,mean_OverallWidth,mean_OverallHeight,mean_OverallDepth,mean_AverageDiameter,mean_Length,mean_Surface,mean_Volume,mean_MaxEuclideanDistance,mean_MaxPathDistance,mean_MaxBranchOrder,mean_AverageContraction,mean_AverageFragmentation,mean_AverageParent-daughterRatio,mean_AverageBifurcationAngleLocal,mean_AverageBifurcationAngleRemote,mean_HausdorffDimension,median_Nodes,median_SomaSurface,median_Stems,median_Bifurcations,median_Branches,median_Tips,median_OverallWidth,median_OverallHeight,median_OverallDepth,median_AverageDiameter,median_Length,median_Surface,median_Volume,median_MaxEuclideanDistance,median_MaxPathDistance,median_MaxBranchOrder,median_AverageContraction,median_AverageFragmentation,median_AverageParent-daughterRatio,median_AverageBifurcationAngleLocal,median_AverageBifurcationAngleRemote,median_HausdorffDimension
00064_P002_T01-S001_SFG_R0460_GYC-20220513_YXQ_stamp_2022_06_27_09_18,T,SFG,36,M,1138,8494.87,11,32,73,42,212.06,203.78,96.0,2.81887,2018.85,24672.0,88964.2,131.711,157.333,7,0.921809,14.5753,0.964709,87.882,60.952,1.07008,984.3333333333334,10400.758333333333,8.833333333333334,34.333333333333336,75.83333333333333,42.5,181.59733333333335,197.27450000000002,96.83333333333333,3.1867666666666667,1828.0033333333333,26156.183333333334,133837.9,125.65133333333335,151.95833333333334,7.333333333333333,0.9212009999999999,11.99279,0.9270635,83.02585,63.05351666666667,1.071545,1013.0,10939.0,9.0,33.0,75.0,43.0,192.57100000000003,203.69,99.0,2.901125,1816.92,26070.25,127305.5,127.42700000000002,157.2125,7.0,0.9213260000000001,12.587299999999999,0.913322,84.79320000000001,63.57084999999999,1.070045
00065_P002_T01-S001_SFG_R0460_WY-20220506_YXQ_stamp_2022_08_31_14_46,T,SFG,36,M,837,12.5664,9,30,67,38,146.74,203.32,91.0,2.19073,1344.37,11412.1,16065.9,142.05700000000002,161.142,6,0.8905549999999999,11.4776,1.37107,81.1447,65.5151,1.08311,964.6666666666666,12.5664,9.5,29.333333333333332,66.33333333333333,38.0,174.2413333333333,182.13666666666666,91.5,2.198353333333333,1742.5250000000003,15313.300000000003,30448.46666666667,132.1038333333333,159.09716666666665,6.333333333333333,0.9056928333333333,13.831299999999999,1.6037783333333333,74.93645000000001,63.41004999999999,1.0834650000000001,897.5,12.5664,9.5,30.5,67.5,38.0,170.32999999999998,183.24,89.0,2.204345,1620.005,15202.8,31390.1,131.4415,158.6275,6.5,0.908468,13.382,1.5150649999999999,76.33675,61.74955,1.08254
00066_P002_T01-S001_SFG_R0460_GYC-20220513_YXQ_stamp_2022_06_27_10_15,T,SFG,36,M,973,7238.23,7,24,53,30,202.86,176.64,86.0,2.6787099999999997,1658.04,18898.4,72864.2,132.559,159.79399999999998,5,0.9172450000000001,17.3396,0.9900709999999999,69.4932,57.4028,1.0464200000000001,828.0,7625.683333333334,7.833333333333333,26.0,58.333333333333336,33.333333333333336,181.41533333333336,158.71816666666666,92.9685,3.0220149999999997,1501.9766666666667,20582.483333333334,98798.5,118.59769999999999,143.00519999999997,6.166666666666667,0.9228740000000001,13.250873333333333,0.8948216666666667,73.85351666666666,59.73598333333334,1.0653483333333333,920.5,7866.55,8.0,26.5,60.5,35.0,173.711,156.684,84.0,2.6724949999999996,1561.2800000000002,18712.35,71929.7,115.804,149.013,6.0,0.9222730000000001,14.19975,0.8790290000000001,72.72200000000001,58.89575,1.06169
00068_P003_T01-S000_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_10_14_31,B,IPL,49,F,1999,12.5664,9,40,87,48,197.34,231.84,186.0,1.999,2773.32,17425.3,8712.63,149.77200000000002,187.398,7,0.8991469999999999,21.9655,1.0,89.4628,61.4765,1.09047,1996.5,12.5664,8.666666666666666,40.833333333333336,88.5,48.666666666666664,214.42216666666664,243.93666666666664,154.83333333333334,1.998991666666667,2976.1283333333336,18699.56666666667,9349.786666666665,152.75266666666667,202.70816666666667,6.833333333333333,0.8997948333333333,21.557683333333333,1.0,87.93563333333333,61.65351666666667,1.0814766666666666,2016.0,12.5664,8.5,40.5,87.5,48.0,209.68,242.793,150.0,1.9990100000000002,2952.04,18548.25,9274.119999999999,148.4665,205.096,7.0,0.9009885,21.67755,1.0,87.66755,61.853300000000004,1.0882800000000001
00069_P003_T01-S000_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_31_14_48,T,IPL,49,F,2534,22167.1,10,62,132,71,235.06,235.00900000000001,210.0,2.1227,4454.56,37302.9,47541.4,188.983,214.40900000000002,11,0.9197860000000001,18.1894,0.868711,72.581,60.385,1.08991,1998.8333333333333,12942.960000000001,8.833333333333334,56.833333333333336,120.83333333333333,65.0,257.6508333333333,245.33316666666667,157.66183333333333,2.2398949999999997,3758.485,33012.75,61488.46666666667,171.88066666666668,214.9086666666667,9.333333333333334,0.9234601666666667,15.446666666666667,0.89844,72.85938333333333,59.33906666666667,1.0973533333333332,1919.5,9126.59,8.5,58.0,123.5,65.5,242.48950000000002,234.11450000000002,147.0,2.2430449999999995,3543.8100000000004,30373.4,60307.25,165.0275,207.25900000000001,9.5,0.9229895000000001,14.53465,0.8959125,72.65575000000001,59.1265,1.091915
00073_P003_T02-S001_STG_R0460_GYC-20220516_GYC_stamp_2022_08_12_09_49,A,IPL,49,F,1666,12.5664,8,34,74,41,212.98,228.62,82.14399999999999,1.9988,2227.34,13994.8,6997.4,143.83100000000002,180.079,7,0.8988430000000001,21.5,1.0,72.1016,59.8557,1.06548,1393.0,12.5664,7.833333333333333,27.833333333333332,61.666666666666664,34.833333333333336,192.14999999999998,219.0175,86.35733333333333,1.9985350000000002,2063.7233333333334,12966.75,6483.375000000001,139.71666666666667,174.43816666666666,6.833333333333333,0.9007838333333335,21.62216666666667,1.0,72.8313,58.41215,1.0810333333333333,1349.5,12.5664,8.0,27.0,60.5,34.5,194.947,220.8,85.572,1.9985150000000003,2024.0349999999999,12717.4,6358.695,141.03750000000002,176.39,7.0,0.9006935,21.49575,1.0,74.9179,59.50385,1.077245
00082_P003_T02-S003_STG_R0460_GYC-20220516_LJ_stamp_2022_08_12_10_54,A,IPL,49,F,1520,12.5664,8,32,70,39,226.583,230.81799999999998,93.0,1.99868,2231.21,14019.1,7009.56,145.97299999999998,170.563,8,0.897547,20.7,1.0,86.3004,65.6256,1.0761,1410.3333333333333,12.5664,8.166666666666666,27.333333333333332,60.833333333333336,34.5,211.28900000000002,215.30050000000003,89.33333333333333,1.998575,2030.47,12757.816666666668,6378.911666666667,135.8015,173.77866666666668,6.666666666666667,0.8963195,22.27045,1.0,87.81395000000002,66.4075,1.0639266666666667,1395.0,12.5664,8.0,27.0,59.5,33.5,214.03449999999998,218.73000000000002,87.0,1.9985650000000001,2008.675,12620.9,6310.4349999999995,135.6265,171.05399999999997,6.5,0.896742,22.336199999999998,1.0,87.6731,67.0258,1.0581999999999998
00083_P003_T02-S003_STG_R0460_GYC-20220516_LJ_stamp_2022_08_10_14_32,A,IPL,49,F,1891,12.5664,10,36,80,45,233.68,227.7,85.0,1.9989400000000002,2632.98,16543.5,8271.75,166.679,199.55900000000003,7,0.901388,22.625,1.0,73.3545,57.1742,1.13124,1786.8333333333333,12.5664,9.666666666666666,35.166666666666664,78.16666666666667,44.0,236.26933333333338,236.32583333333335,86.0,1.9988766666666666,2723.106666666667,17109.783333333333,8554.894999999999,165.35166666666666,195.28616666666667,6.0,0.9012073333333334,21.99088333333333,1.0,77.10849999999999,55.9367,1.1384433333333333,1821.5,12.5664,9.5,35.0,78.0,44.0,239.23000000000002,226.84799999999998,86.5,1.998905,2772.76,17421.75,8710.875,161.2735,189.2665,6.0,0.9017405000000001,21.74305,1.0,76.29015,56.841,1.137285
00084_P003_T02-S003_STG_R0460_GYC-20220516_LJ_stamp_2022_08_12_11_15,T,IPL,49,F,1694,12.5664,10,34,76,43,147.2,203.32,88.0,1.99882,2370.56,14894.7,7447.33,146.096,177.158,7,0.9149430000000001,21.2763,1.0,78.4511,57.0272,1.10301,1459.8333333333333,12.5664,10.166666666666666,29.166666666666668,66.83333333333333,38.666666666666664,174.078,206.72316666666666,82.0,1.9986216666666667,2125.9266666666667,13357.583333333334,6678.795000000001,135.022,162.80800000000002,5.833333333333333,0.9121223333333334,20.897266666666667,1.0,80.06311666666666,57.71144999999999,1.0845933333333333,1430.0,12.5664,10.0,29.0,67.0,39.0,171.024,206.07999999999998,81.0,1.9986,2105.545,13229.5,6614.765,135.772,165.92000000000002,6.0,0.9146920000000001,21.0624,1.0,80.14745,57.74265,1.084915
00086_P003_T02-S003_STG_R0460_GYC-20220516_LJ_stamp_2022_08_10_15_31,T,IPL,49,F,2145,12.5664,9,45,97,53,233.52700000000002,231.84,92.0,1.9990700000000001,2983.26,18744.4,9372.19,148.47799999999998,186.067,7,0.910848,21.1031,1.0,73.8462,61.6191,1.12806,2086.3333333333335,12.5664,9.0,43.5,94.33333333333333,51.833333333333336,231.97683333333336,233.86983333333333,90.83333333333333,1.9990366666666664,3054.5749999999994,19192.483333333334,9596.235,146.143,180.33716666666666,6.833333333333333,0.9062366666666666,21.163183333333333,1.0,77.40475,58.748416666666664,1.1225016666666667,2097.0,12.5664,9.0,44.0,94.5,52.0,233.6035,232.76,94.5,1.9990450000000002,2990.67,18790.95,9395.470000000001,145.0845,187.17849999999999,7.0,0.9063485,21.182000000000002,1.0,77.62115,58.040350000000004,1.12965
00093_P003_T01-S006_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_08_31_14_48,T,IPL,49,F,1842,12.5664,7,39,83,45,235.06,235.06,162.283,2.0665299999999998,3684.36,26151.0,23588.9,166.69099999999997,211.55900000000003,7,0.9181940000000001,21.1807,1.21636,67.7122,51.81399999999999,1.09388,1857.6666666666667,12.5664,9.166666666666666,33.5,74.33333333333333,41.833333333333336,255.3398333333333,263.441,145.30716666666666,2.205705,3235.568333333333,24999.166666666668,30550.175,181.45033333333333,216.06016666666665,6.333333333333333,0.9202575,24.39148333333333,1.4600733333333336,65.8832,56.24134999999999,1.0782816666666666,1744.5,12.5664,9.5,35.5,79.0,44.0,246.5665,249.325,143.5,2.1681,3341.69,23974.15,32686.5,170.2715,208.56300000000002,6.5,0.9185650000000001,21.42035,1.3904,67.30685,54.122749999999996,1.081265
00096_P003_T01-S006_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_08_10_16_30,T,IPL,49,F,1828,12.5664,9,36,79,44,191.36,230.0,125.0,1.99891,2490.36,15647.4,7823.69,155.563,187.949,7,0.9003559999999999,22.1266,1.0,73.2595,70.5438,1.12325,1542.0,12.5664,10.166666666666666,29.0,66.16666666666667,38.166666666666664,206.16566666666668,204.986,107.83333333333333,1.998681666666667,2245.1633333333334,14106.783333333333,7053.386666666666,131.33450000000002,168.05883333333335,6.166666666666667,0.8979368333333332,22.59255,1.0,80.66603333333335,70.8243,1.09174,1516.5,12.5664,10.0,29.5,67.0,38.5,205.127,200.16649999999998,111.0,1.9986800000000002,2257.635,14185.150000000001,7092.5650000000005,126.44399999999999,177.133,6.0,0.897651,22.03605,1.0,81.69175,70.43645000000001,1.07738
00098_P003_T01-S006_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_08_10_17_25,A,IPL,49,F,2065,12.5664,6,44,92,49,225.4,231.38,141.0,1.9990299999999999,2751.41,17287.6,8643.8,161.26,211.44299999999998,13,0.8996280000000001,21.4348,1.0,80.3906,62.773,1.1238,1899.5,12.5664,6.0,45.0,94.33333333333333,50.333333333333336,240.10300000000004,241.46150000000003,125.5,1.9989349999999997,2772.395,17419.483333333334,8709.736666666666,160.0318333333333,210.03499999999997,11.666666666666666,0.9089138333333334,19.120616666666667,1.0,81.57178333333334,64.86938333333333,1.089105,1936.0,12.5664,6.0,44.0,93.0,50.0,234.6,243.958,124.0,1.998965,2778.795,17459.699999999997,8729.84,162.5015,210.94299999999998,12.0,0.9073629999999999,19.032200000000003,1.0,80.7085,62.5172,1.0939450000000002
00100_P003_T01-S006_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_08_31_14_50,T,IPL,49,F,1923,12.5664,6,47,100,54,213.9,233.22,149.56,2.0407,3330.98,22159.4,12660.9,158.817,237.265,11,0.913451,18.22,1.03073,61.2571,55.8865,1.09161,2082.6666666666665,263.89366666666666,6.666666666666667,52.166666666666664,109.5,58.333333333333336,236.31666666666672,222.93483333333336,137.06716666666668,2.0172216666666665,3297.1766666666667,21237.8,12079.005,170.21266666666668,212.48366666666666,9.833333333333334,0.9136123333333334,18.28858333333333,0.9963056666666668,67.83125,54.36533333333333,1.1038400000000002,2093.0,12.5664,7.0,52.0,108.5,57.5,227.7,229.402,136.5,1.9991050000000001,3374.635,22449.800000000003,11595.2,170.543,217.39749999999998,10.0,0.9121079999999999,18.16555,1.0,69.5375,54.3826,1.09457
00103_P003_T01-S006_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_08_31_14_51,T,IPL,49,F,1474,10568.3,11,35,79,45,234.6,234.6,140.89,2.31155,3285.96,32243.3,52292.7,165.68900000000002,192.015,5,0.9246790000000001,17.6456,0.710332,77.578,55.5593,1.0972899999999999,1424.0,13926.18,10.666666666666666,34.833333333333336,78.83333333333333,45.0,228.85316666666662,234.86116666666666,124.815,2.4473116666666663,2750.9216666666666,30164.666666666668,98874.64999999998,157.27666666666667,194.93449999999999,6.333333333333333,0.917764,17.54473333333333,0.7877985000000001,75.07010000000001,56.7777,1.1028233333333333,1515.0,12126.55,11.0,35.5,81.0,46.5,232.52999999999997,234.14,121.5,2.276855,2813.5249999999996,30025.8,51309.1,157.66649999999998,198.4255,6.0,0.9197965,18.60975,0.7887504999999999,73.60915,56.081649999999996,1.10553
00106_P003_T01-S006_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_31_15_22,T,IPL,49,F,1134,12.5664,8,22,50,29,226.118,234.14,164.56,2.18987,2634.82,21797.3,31672.8,169.408,203.71099999999998,6,0.923889,21.66,2.0411200000000003,54.4946,66.5912,1.0472299999999999,1183.8333333333333,12.5664,9.333333333333334,27.0,61.333333333333336,35.333333333333336,207.76116666666664,192.38766666666666,127.42666666666666,2.3145366666666667,2075.7816666666663,20158.466666666667,52078.53333333333,146.35283333333334,185.35416666666666,6.166666666666667,0.9122728333333333,18.435866666666666,2.0983016666666665,69.66575000000002,61.58825000000001,1.0733483333333333,1052.5,12.5664,9.5,23.0,53.0,31.5,224.839,181.204,126.0,2.28848,2013.9899999999998,18754.6,38714.25,145.07999999999998,180.5485,6.0,0.9147025,17.1907,2.0982600000000002,71.5305,61.5067,1.0664700000000003
00108_P003_T01-S006_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_31_14_53,T,IPL,49,F,1686,6647.61,9,39,86,48,209.76,230.92,115.0,2.0911299999999997,2892.47,22467.4,21904.2,149.796,177.416,8,0.919298,18.593,0.751004,65.1883,54.8661,1.1042399999999999,1484.1666666666667,9118.206666666667,9.5,38.166666666666664,84.33333333333333,47.166666666666664,228.32833333333335,215.3085,115.315,2.177353333333333,2786.7000000000003,24261.166666666668,35267.05,155.061,191.20633333333333,7.0,0.9195531666666668,16.733233333333335,0.792084,66.02006666666666,54.14065,1.10008,1402.0,6094.6900000000005,10.0,37.0,83.5,47.5,232.3,220.33999999999997,119.5,2.1418600000000003,2859.64,24138.800000000003,32449.0,150.199,184.7155,7.0,0.9196575,16.911050000000003,0.792135,65.45835,54.53845,1.100765
00111_P003_T01-S002_S(M)TG_R0460_WY-20220513_stamp_2022_08_12_15_01,T,IPL,49,F,1438,12.5664,9,30,67,38,145.82,201.02,134.0,1.9986099999999998,2070.51,13009.4,6504.69,127.069,143.556,6,0.899175,20.4478,1.0,76.7685,60.461999999999996,1.03673,1501.8333333333333,12.5664,8.833333333333334,32.833333333333336,72.83333333333333,41.0,176.39866666666668,196.245,126.0,1.9986616666666663,2227.4483333333333,13995.466666666667,6997.7300000000005,126.41616666666665,153.72150000000002,6.5,0.9006056666666665,19.624016666666666,1.0,78.87938333333334,60.64275,1.0603,1482.0,12.5664,9.0,32.5,72.0,40.5,179.899,189.83950000000002,133.0,1.99865,2178.6549999999997,13688.9,6844.445,127.32900000000001,148.9145,6.5,0.8994199999999999,19.54815,1.0,78.47095,60.496449999999996,1.0603250000000002
00114_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_07_17_15,A,IPL,49,F,1974,3216.99,9,52,111,60,299.757,234.77900000000002,136.0,2.21812,3688.26,30263.7,42049.9,183.702,211.84400000000002,10,0.921657,16.7748,0.9290649999999999,73.6689,65.7952,1.10295,2059.0,4414.985000000001,8.166666666666666,58.0,122.33333333333333,65.33333333333333,294.35083333333336,280.28950000000003,155.66183333333333,2.314006666666667,4362.3,36954.88333333334,61692.833333333336,195.3165,236.73233333333334,11.0,0.9255951666666666,15.821149999999998,0.946815,73.03696666666667,61.621,1.09904,2005.5,4121.77,8.5,56.0,118.0,63.0,306.0575,285.55899999999997,149.5,2.2361150000000003,4347.71,35391.8,57412.25,197.488,226.2955,11.0,0.921273,16.28415,0.9260895,74.0149,61.337500000000006,1.098435
00117_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_07_17_16,A,IPL,49,F,1926,1520.53,7,40,85,46,307.113,186.965,166.889,2.0663400000000003,3418.29,23373.6,18866.3,189.428,221.32299999999998,10,0.910682,21.6471,0.9471040000000001,69.8897,53.133,1.08661,1836.0,1805.3671333333332,7.0,39.0,83.33333333333333,45.333333333333336,271.59683333333334,236.706,144.7415,2.102676666666667,3150.9449999999997,22592.800000000003,22770.566666666662,184.01766666666666,224.11800000000002,9.166666666666666,0.9176319999999999,21.172183333333333,0.9366293333333333,66.18421666666667,56.75421666666666,1.0826983333333333,1924.5,2173.98,7.0,40.0,85.5,46.5,281.06050000000005,241.3555,142.78,2.104455,3271.935,22732.15,22136.8,186.7255,225.24,10.0,0.9193795,21.6724,0.9400315,65.67065,56.35675,1.085705
00118_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_07_17_17,T,IPL,49,F,2029,2123.72,9,43,94,52,299.144,268.704,161.0,2.16205,4058.93,30047.7,28546.5,179.63,229.53099999999998,6,0.921477,20.5745,0.9469850000000001,68.2052,60.568000000000005,1.0965,2330.0,2724.81,9.166666666666666,47.166666666666664,101.83333333333333,55.666666666666664,305.14933333333335,302.6021666666667,162.5,2.164285,4556.218333333334,34806.41666666667,42564.41666666667,191.56233333333338,234.803,6.333333333333333,0.9240255,22.02015,0.9291474999999999,70.23631666666667,55.34708333333333,1.0911333333333333,2245.5,2123.72,9.0,47.0,101.5,55.5,297.03700000000003,298.88800000000003,169.0,2.16391,4436.235000000001,33679.0,36414.9,182.4095,231.672,6.0,0.9227335,20.055300000000003,0.9314119999999999,69.33924999999999,57.6775,1.095645
00119_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_07_17_18,T,IPL,49,F,1801,7853.98,6,60,125,66,284.432,251.94299999999998,128.0,2.38765,3138.44,30413.3,88894.9,168.429,205.146,10,0.926193,13.4,0.9351079999999999,72.9707,57.1607,1.08474,1830.1666666666667,9378.696666666665,8.5,54.0,114.83333333333333,61.833333333333336,295.77433333333335,265.55316666666664,150.07816666666668,2.611473333333333,4154.733333333334,42145.83333333333,135858.01666666666,184.9455,224.24533333333332,9.666666666666666,0.927638,15.143316666666669,0.9541959999999999,73.11101666666667,58.30603333333334,1.1128966666666666,1860.0,8507.43,8.5,57.0,119.5,63.5,298.395,263.2765,137.749,2.68717,4321.72,42392.05,136196.0,188.2815,222.871,10.0,0.9298085,14.30255,0.929111,73.04814999999999,57.989999999999995,1.11479
00120_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_07_17_18,T,IPL,49,F,2494,2463.01,8,59,125,67,291.175,296.079,131.0,2.23287,4310.78,36488.1,77072.8,236.45,268.381,9,0.910458,18.944000000000003,0.9595530000000001,81.4195,56.7122,1.0770600000000001,2568.8333333333335,3991.9166666666665,7.833333333333333,61.0,128.5,68.5,306.34316666666666,299.8015,137.16666666666666,2.236028333333333,4801.99,39015.05,61063.6,213.698,254.38683333333333,9.666666666666666,0.917828,18.970366666666667,0.9449626666666667,76.43130000000001,56.69495,1.0889666666666666,2363.0,3851.59,8.0,57.0,122.0,66.0,311.7105,303.875,130.5,2.236325,4449.59,36263.649999999994,51614.75,209.9195,259.15999999999997,9.0,0.9173445,18.782200000000003,0.948224,75.7151,56.2474,1.08676
00121_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_07_17_19,A,IPL,49,F,2244,2827.43,6,58,121,64,310.791,296.079,123.0,2.11586,3831.81,28562.3,36694.6,186.56400000000002,267.928,13,0.918658,17.5372,0.9446760000000001,79.7242,61.1534,1.09893,2592.8333333333335,1786.5181999999998,6.833333333333333,61.0,127.5,67.5,320.1243333333333,313.4506666666667,140.66666666666666,2.0774899999999996,4669.281666666667,32091.13333333333,29505.916666666668,202.111,254.33533333333335,12.5,0.9170043333333333,19.231199999999998,0.9705925,79.28393333333334,60.20588333333333,1.0910016666666666,2443.5,1419.9982,6.5,61.5,129.5,69.0,312.017,305.714,135.5,2.0370399999999997,4322.705,31129.4,27062.05,204.11200000000002,257.639,12.5,0.9174,18.2753,0.9790890000000001,79.20085,58.76805,1.0940349999999999
00122_P003_T01-S001_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_08_17_09,A,IPL,49,F,4284,2827.43,7,95,195,101,310.178,312.971,153.0,2.0775,7038.6,48982.3,42496.5,207.77599999999998,256.71,11,0.919135,20.9641,0.997236,74.6056,59.471000000000004,1.09972,3952.6666666666665,3038.965,7.5,93.16666666666667,192.66666666666666,100.5,310.6963333333333,310.7103333333333,173.31633333333335,2.1103633333333334,6865.013333333332,49469.31666666666,50869.53333333333,203.62750000000003,258.7436666666667,9.833333333333334,0.9170545,19.46388333333333,0.9797063333333332,69.88608333333333,57.025083333333335,1.099305,4221.0,2827.43,7.0,92.5,190.5,99.0,310.4845,312.1875,166.5,2.08889,7295.3150000000005,51707.6,51030.25,209.33499999999998,265.3365,10.0,0.9181295,19.564149999999998,0.9750894999999999,68.7875,58.364,1.09755
00123_P003_T01-S001_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_07_08_17_10,T,IPL,49,F,1689,2827.43,7,39,83,45,205.62,208.84,112.0,2.19664,2462.21,19398.6,29744.4,134.471,175.482,8,0.9026620000000001,19.3373,0.962932,65.8607,64.8153,1.09257,1378.0,3718.2988,7.5,33.166666666666664,72.16666666666667,40.0,200.98616666666666,195.48,107.0,2.27625,2173.09,19078.683333333334,48839.286666666674,129.60558333333333,163.8335,6.833333333333333,0.9024626666666667,17.986233333333335,0.9421635,65.85456666666666,61.2275,1.0752916666666668,1440.5,3449.465,7.5,31.5,69.0,39.0,199.664,197.82150000000001,110.0,2.168895,2222.775,17828.55,29281.0,135.65949999999998,166.6775,7.0,0.901329,18.4619,0.981466,65.9035,63.0024,1.0615299999999999
00124_P003_T01-S001_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_08_17_11,T,IPL,49,F,2584,3216.99,7,55,115,61,312.63,293.014,133.0,2.09445,4490.27,32346.6,30755.4,197.12,225.12,10,0.923165,21.4609,0.970685,69.0125,56.4038,1.07259,2789.8333333333335,3401.2966666666666,7.0,61.166666666666664,127.83333333333333,67.66666666666667,322.9733333333333,316.76133333333337,158.33333333333334,2.16048,5213.94,39417.166666666664,49543.05000000001,204.16633333333334,247.2048333333333,10.166666666666666,0.9210515,20.933183333333332,0.9366743333333334,67.43035,55.72466666666666,1.0796133333333333,2776.5,3424.335,7.0,62.5,129.0,67.5,312.818,311.905,162.5,2.162725,5220.075000000001,40375.4,48685.100000000006,199.47700000000003,247.17199999999997,10.0,0.9205455,21.105449999999998,0.9321845,68.13855000000001,57.100849999999994,1.0794199999999998
00125_P003_T01-S001_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_08_17_11,T,IPL,49,F,1493,2827.43,6,30,64,35,302.209,249.49099999999999,136.0,2.17579,2689.24,20586.8,25407.3,199.071,233.032,11,0.9187420000000001,22.3125,0.865691,65.6129,60.6759,1.05958,1557.6666666666667,2247.286066666667,7.333333333333333,33.666666666666664,72.66666666666667,40.0,322.7591666666667,259.9685,131.09266666666667,2.17506,3032.4449999999997,23289.766666666666,31847.38333333333,196.26199999999997,238.02966666666666,10.0,0.9233901666666666,20.697733333333336,0.9240075000000001,65.85643333333333,58.362233333333336,1.0827483333333332,1650.5,2293.365,7.0,36.5,79.5,44.0,308.0325,263.3855,130.33350000000002,2.203605,3183.31,21980.199999999997,28897.1,193.0025,227.1775,10.5,0.9207875000000001,21.6724,0.91723,67.7513,59.7502,1.08555
00126_P003_T01-S001_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_08_17_13,B,IPL,49,F,1751,2814.63,3,36,76,41,265.42900000000003,231.71400000000003,128.0,2.08754,2950.44,20475.8,15594.0,189.24200000000002,206.222,8,0.908487,22.0263,0.837943,74.9606,70.9254,1.06427,1591.0,948.7209333333334,5.333333333333333,33.5,71.0,38.5,263.68600000000004,244.72616666666667,122.98966666666666,2.0430333333333333,2568.9466666666667,17079.083333333332,11951.206666666667,176.66316666666668,209.564,8.5,0.9129783333333333,21.430799999999994,0.9506056666666667,75.80538333333332,65.13638333333334,1.0776366666666666,1599.5,12.5664,5.5,32.5,68.5,37.0,261.718,245.124,125.5,1.9988200000000003,2626.9849999999997,16771.35,8385.665,178.38599999999997,206.4755,8.0,0.913489,21.8827,1.0,75.8711,64.9829,1.0686849999999999
00129_P003_T01-S001_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_06_30_14_36,T,IPL,49,F,2573,4536.46,7,68,142,75,313.006,311.404,164.0,2.23615,5000.34,40503.8,61073.6,219.449,248.623,12,0.9162040000000001,17.1127,0.942111,61.6016,52.1444,1.08185,2833.3333333333335,3728.023333333333,7.5,66.83333333333333,140.16666666666666,74.33333333333333,309.94216666666665,295.3573333333333,161.0,2.18255,5335.983333333334,41807.46666666667,56158.43333333333,207.91866666666667,238.51549999999997,10.0,0.922246,19.229483333333334,0.9478023333333333,69.63868333333333,54.314183333333325,1.08204,2601.0,3631.68,7.0,67.5,141.0,74.5,312.63,300.983,163.0,2.2045649999999997,4846.08,38697.5,51363.600000000006,208.858,240.62,9.5,0.9236685,19.9402,0.9434600000000001,69.1988,55.6533,1.08259
00130_P003_T01-S001_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_06_30_17_16,T,IPL,49,F,2812,4536.46,7,54,113,60,312.63,277.689,163.0,2.14545,5088.29,38490.8,46492.3,204.588,255.08599999999998,8,0.9161469999999999,23.8761,1.04324,79.957,59.376000000000005,1.07784,2947.5,3284.0116666666668,7.166666666666667,60.5,126.83333333333333,67.33333333333333,310.1875,304.56916666666666,171.66666666666666,2.156925,5546.055,41210.416666666664,46482.200000000004,204.64733333333336,252.91883333333337,8.166666666666666,0.9199536666666664,22.26693333333333,0.9514266666666668,71.9627,57.304100000000005,1.0905183333333335,2890.5,3424.335,7.5,55.5,115.5,61.0,304.9675,304.9675,170.0,2.1405950000000002,5264.05,39368.9,47389.25,201.43,250.40349999999998,8.0,0.9195505,22.3191,0.942234,71.63065,58.54185,1.0866099999999999
