,Orientation,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,mean_Nodes,mean_SomaSurface,mean_Stems,mean_Bifurcations,mean_Branches,mean_Tips,mean_OverallWidth,mean_OverallHeight,mean_OverallDepth,mean_AverageDiameter,mean_Length,mean_Surface,mean_Volume,mean_MaxEuclideanDistance,mean_MaxPathDistance,mean_MaxBranchOrder,mean_AverageContraction,mean_AverageFragmentation,mean_AverageParent-daughterRatio,mean_AverageBifurcationAngleLocal,mean_AverageBifurcationAngleRemote,mean_HausdorffDimension,median_Nodes,median_SomaSurface,median_Stems,median_Bifurcations,median_Branches,median_Tips,median_OverallWidth,median_OverallHeight,median_OverallDepth,median_AverageDiameter,median_Length,median_Surface,median_Volume,median_MaxEuclideanDistance,median_MaxPathDistance,median_MaxBranchOrder,median_AverageContraction,median_AverageFragmentation,median_AverageParent-daughterRatio,median_AverageBifurcationAngleLocal,median_AverageBifurcationAngleRemote,median_HausdorffDimension
00713_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_09_10_43,T,STG,63,M,1794,12.5664,9,46,99,54,204.618,224.97799999999998,132.0,1.99889,2762.33,17356.2,8678.11,137.412,186.97799999999998,8,0.893316,17.1111,1.0,76.3219,56.1256,1.07578,1815.8333333333333,12.5664,8.5,46.333333333333336,99.33333333333333,54.0,208.86966666666663,214.57533333333333,122.50983333333333,1.998873333333333,2767.655,17389.683333333334,8694.843333333332,138.35783333333333,173.0476666666667,7.666666666666667,0.8933973333333333,17.374749999999995,1.0,76.0877,57.24575000000001,1.0898833333333335,1789.5,12.5664,9.0,47.5,100.5,54.5,214.31900000000002,218.87,121.5,1.998885,2770.62,17408.300000000003,8704.16,140.8435,181.80650000000003,8.0,0.8945775,18.23555,1.0,76.04305,56.3371,1.08639
00716_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_14_49,T,MFG,36,F,1681,12.5664,7,44,93,50,237.19400000000002,247.88299999999998,114.86,1.9988099999999998,3385.74,21273.2,10636.6,155.965,235.81099999999998,7,0.913365,17.0645,1.0,70.3612,52.6731,1.12115,1472.6666666666667,12.5664,7.833333333333333,41.833333333333336,90.0,49.166666666666664,268.4121666666667,260.436,106.6195,1.9986116666666665,3043.41,19122.283333333333,9561.15,174.61533333333333,222.2695,7.5,0.9230038333333334,15.45305,1.0,64.97193333333333,50.590133333333334,1.1094600000000001,1548.5,12.5664,7.5,44.0,95.0,51.5,260.6295,262.173,110.43,1.998705,3014.83,18942.699999999997,9471.365,172.9835,222.14049999999997,7.5,0.921972,16.01595,1.0,63.9519,52.009699999999995,1.110825
00717_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_15_54,B,MFG,36,F,2383,12.5664,11,50,109,60,216.325,258.063,124.0,1.9991599999999998,3702.76,23265.1,11632.6,153.195,183.107,8,0.9151809999999999,20.8532,1.0,79.8128,60.7737,1.14216,2685.0,12.5664,12.5,56.333333333333336,123.66666666666667,68.33333333333333,231.49883333333335,254.734,131.81483333333333,1.9992400000000001,4095.6766666666676,25733.883333333335,12866.950000000003,155.83333333333334,202.17100000000002,8.5,0.9083673333333332,20.705566666666666,1.0,82.11908333333334,60.279300000000006,1.1345966666666667,2438.0,12.5664,12.0,57.5,125.0,68.5,237.95749999999998,255.26350000000002,133.0,1.99918,3814.07,23964.5,11982.25,152.27100000000002,206.55349999999999,8.0,0.9067850000000001,21.53445,1.0,83.29814999999999,60.595349999999996,1.134855
00718_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_16_36,B,MFG,36,F,1838,12.5664,9,46,100,55,251.955,255.982,113.0,1.99891,2955.67,18571.0,9285.52,153.261,175.82,6,0.9141389999999999,17.37,1.0,79.9779,61.453,1.14896,1836.0,12.5664,9.5,46.666666666666664,101.16666666666667,55.5,243.62066666666666,241.91816666666668,106.65783333333333,1.9988933333333334,3076.956666666667,19333.116666666665,9666.548333333332,147.0375,169.90216666666666,6.166666666666667,0.9119331666666666,17.10901666666667,1.0,80.16385000000001,61.97545,1.1364983333333334,1796.0,12.5664,9.0,46.0,100.0,55.0,244.9625,241.79500000000002,100.0,1.998885,3186.425,20020.949999999997,10010.465,149.1875,173.188,6.0,0.9120595,17.3152,1.0,80.78785,62.074,1.142245
00719_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_17_28,T,MFG,36,F,2493,12.5664,12,61,133,73,184.202,247.71400000000003,112.0,1.9992,3899.13,24498.9,12249.5,142.628,179.21599999999998,7,0.90394,17.7368,1.0,87.2416,57.0723,1.15596,2554.8333333333335,12.5664,11.333333333333334,60.0,129.66666666666666,70.66666666666667,226.47516666666664,245.97216666666668,120.83333333333333,1.9992083333333335,3880.0033333333336,24378.766666666666,12189.383333333333,152.2735,193.67283333333333,7.5,0.9087608333333334,18.73395,1.0,81.94378333333333,58.84963333333332,1.1439083333333333,2438.0,12.5664,11.0,61.0,131.0,71.0,225.10299999999998,249.83450000000002,121.0,1.99918,3751.29,23570.05,11785.0,152.27100000000002,193.0235,7.5,0.9100565,18.7893,1.0,82.0857,59.9944,1.1421350000000001
00721_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_18_10_35,T,MFG,36,F,1830,12.5664,9,40,87,48,216.834,257.045,88.0,1.99891,2783.94,17492.0,8746.0,143.76,176.66099999999997,6,0.902926,20.023,1.0,76.2575,53.9281,1.1376700000000002,1842.1666666666667,12.5664,9.333333333333334,37.5,82.66666666666667,46.166666666666664,224.92333333333337,237.2021666666667,88.66666666666667,1.9989083333333335,2780.396666666666,17469.733333333334,8734.873333333333,145.00300000000001,170.78633333333335,5.833333333333333,0.9027376666666665,21.331599999999998,1.0,79.02878333333334,55.51014999999999,1.1350766666666667,1849.0,12.5664,9.0,38.0,83.5,46.5,223.28700000000003,239.50900000000001,89.5,1.99892,2827.16,17763.55,8881.785,142.7255,173.7,6.0,0.9016095,20.80855,1.0,79.90334999999999,55.59655,1.137285
00722_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_31_14_59,T,MFG,36,F,667,12.5664,8,31,68,38,217.852,217.852,100.76899999999999,1.9969999999999999,1975.08,12409.8,6204.9,127.742,148.247,5,0.929275,8.79412,1.0,69.5001,58.5287,1.06846,742.8333333333334,12.5664,8.166666666666666,28.0,62.833333333333336,35.833333333333336,197.50900000000001,187.89983333333336,84.51950000000001,1.9967533333333334,1838.7029999999997,11552.911666666667,5776.461666666666,132.19825,156.29416666666668,5.333333333333333,0.9274798333333334,10.489721666666666,1.0,71.86663333333333,59.33186666666668,1.06151,731.5,12.5664,8.5,29.5,67.0,38.5,216.814,185.5815,94.75399999999999,1.997265,2039.68,12815.7,6407.85,135.676,167.35649999999998,5.0,0.929847,11.00555,1.0,70.71875,59.9079,1.0603850000000001
00724_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_11_30,T,MFG,36,F,1868,12.5664,10,36,80,45,228.99400000000003,258.572,91.0,1.9989299999999999,2912.82,18301.8,9150.9,139.596,161.21,6,0.899011,22.3375,1.0,81.3397,57.7736,1.11729,1783.6666666666667,12.5664,9.166666666666666,33.666666666666664,74.66666666666667,42.0,217.69116666666665,246.01666666666665,89.5,1.998875,2693.983333333333,16926.8,8463.4,143.14950000000002,170.82466666666664,5.666666666666667,0.9004576666666666,23.303966666666668,1.0,81.34936666666667,57.26873333333333,1.1304699999999999,1821.5,12.5664,9.0,34.5,76.0,42.5,221.21499999999997,256.2815,89.5,1.998905,2719.05,17084.3,8542.14,141.678,171.0655,6.0,0.9001395000000001,21.833199999999998,1.0,80.31165,57.5193,1.12795
00725_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_14_09,B,MFG,36,F,1973,12.5664,10,47,102,56,255.518,223.96,107.0,1.99899,3141.35,19737.7,9868.83,152.885,185.53,6,0.913148,18.3333,1.0,79.1919,54.7393,1.12432,2102.8333333333335,12.5664,10.333333333333334,46.5,101.5,56.0,241.908,237.7535,112.16666666666667,1.9990433333333335,3330.36,20925.283333333333,10462.648333333333,150.494,179.05416666666667,6.0,0.9121818333333332,19.7951,1.0,78.75528333333334,53.65736666666667,1.121465,2037.0,12.5664,10.0,48.0,104.0,57.0,243.5565,232.811,109.5,1.99902,3267.12,20527.95,10263.98,147.7055,176.754,6.0,0.9115844999999999,20.40915,1.0,79.40265,53.217650000000006,1.127225
00726_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_06_28_17_09,T,MFG,36,F,1664,13684.8,13,51,113,63,257.55400000000003,258.572,132.0,3.30416,4357.79,60964.3,357506.0,174.149,203.485,6,0.935292,13.7168,0.8584229999999999,68.2588,57.8562,1.13947,1746.6666666666667,11927.57,12.0,47.0,104.16666666666667,58.166666666666664,263.58116666666666,240.93966666666665,127.916,2.986635,3825.0266666666666,50324.68333333333,271694.6666666667,175.03083333333333,208.85783333333333,7.333333333333333,0.9229225,15.854800000000003,0.9167848333333334,73.87703333333333,58.57901666666667,1.1378683333333333,1748.5,12497.25,12.0,47.0,102.5,56.5,258.3175,257.9785,127.5,2.8427249999999997,3698.71,50019.2,272977.5,177.074,211.58350000000002,7.0,0.922113,15.11695,0.877705,74.4176,58.52225,1.1385049999999999
00727_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_14_09,B,MFG,36,F,1766,12.5664,10,44,97,54,192.40200000000002,216.608,120.0,1.9988700000000001,2601.85,16347.9,8173.95,137.203,162.692,8,0.911217,17.1959,1.0,62.2085,55.3889,1.06372,1692.3333333333333,12.5664,9.166666666666666,44.833333333333336,97.66666666666667,53.833333333333336,227.203,214.45049999999995,112.78966666666668,1.9987033333333335,2645.351666666667,16621.25,8310.615,141.06366666666668,174.6001666666667,7.333333333333333,0.9132958333333333,16.10269666666667,1.0,62.90135000000001,55.6997,1.0659033333333332,1813.5,12.5664,9.5,45.5,97.0,53.5,231.61,219.775,113.977,1.9989,2679.245,16834.199999999997,8417.095,140.38,173.6775,7.0,0.913602,16.9207,1.0,62.10855,55.07885,1.0619200000000002
00730_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_30_14_24,T,MFG,36,F,1413,12.5664,11,27,63,37,162.88,257.045,102.0,1.99858,2148.26,13497.9,6748.96,152.30200000000002,178.643,6,0.907761,21.4127,1.0,83.2054,62.4456,1.1086,1380.5,12.5664,9.833333333333334,26.5,61.0,35.5,191.71133333333333,243.1341666666667,93.41416666666667,1.9985333333333333,2135.5066666666667,13417.766666666665,6708.891666666666,152.21583333333334,180.34266666666667,5.666666666666667,0.9053435,22.320450000000005,1.0,85.78335,63.451466666666676,1.0948633333333333,1439.5,12.5664,10.0,28.5,65.5,38.0,193.053,251.19150000000002,95.40899999999999,1.9986100000000002,2160.655,13575.8,6787.905000000001,153.77700000000002,179.058,6.0,0.9070825,21.1323,1.0,86.07929999999999,63.0285,1.094805
00731_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_07,T,MFG,36,F,1475,12.5664,9,33,73,41,201.56400000000002,202.07299999999998,100.0,1.9986400000000002,2133.64,13406.1,6703.03,118.04299999999999,146.39700000000002,5,0.894275,19.1918,1.0,82.4068,70.3291,1.06229,1353.1666666666667,12.5664,9.833333333333334,28.333333333333332,64.66666666666667,37.333333333333336,205.21016666666665,184.30516666666668,84.66666666666667,1.9985016666666666,1982.198333333333,12454.521666666667,6227.263333333333,127.093,158.0275,5.5,0.8935308333333335,20.1436,1.0,84.65208333333334,70.65781666666666,1.0677116666666666,1403.5,12.5664,9.0,29.5,67.0,38.5,203.60000000000002,189.235,84.0,1.998575,2083.5299999999997,13091.2,6545.605,123.42150000000001,155.0195,5.5,0.8937025000000001,19.180799999999998,1.0,83.97985,70.5788,1.0655700000000001
00732_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_08,T,MFG,36,F,1473,12.5664,11,33,75,43,164.916,257.045,106.0,1.9986400000000002,2214.78,13915.8,6957.92,151.42600000000002,189.209,6,0.9015049999999999,18.6267,1.0,71.5275,57.6212,1.1104399999999999,1447.6666666666667,12.5664,11.833333333333334,28.333333333333332,66.83333333333333,39.5,165.03466666666665,220.58166666666668,98.66666666666667,1.998611666666667,2201.726666666667,13833.85,6916.928333333333,134.9145,164.84616666666668,5.5,0.8963101666666667,20.79348333333333,1.0,73.38403333333333,57.473216666666666,1.0935866666666665,1421.0,12.5664,11.5,27.5,66.5,40.0,164.338,225.796,97.0,1.99859,2174.005,13659.7,6829.84,134.636,159.13850000000002,5.5,0.897162,20.97265,1.0,72.8917,57.455799999999996,1.084845
00733_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_09,T,MFG,36,F,1447,12.5664,9,32,72,41,120.633,176.623,111.0,1.99862,2123.85,13344.5,6672.26,127.089,139.75,7,0.8996649999999999,19.0833,1.0,80.61,61.6507,1.08311,1314.3333333333333,12.5664,9.5,32.166666666666664,72.0,40.833333333333336,141.93166666666664,182.1025,117.9815,1.9984533333333336,1921.9233333333334,12075.799999999997,6037.8966666666665,116.43310000000001,138.93449999999999,6.5,0.9009896666666667,17.304916666666667,1.0,82.50191666666667,59.48510000000001,1.0659383333333334,1349.0,12.5664,9.5,32.0,72.0,41.0,141.8795,177.64100000000002,114.5,1.9985099999999998,1925.5750000000003,12098.75,6049.37,119.50450000000001,139.148,6.5,0.9006295,17.7735,1.0,81.18725,59.698049999999995,1.06726
00734_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_15_33,T,MFG,36,F,1844,12.5664,9,45,97,53,240.248,222.942,122.0,1.99892,2774.05,17429.9,8714.93,152.841,184.92,7,0.9159870000000001,18.0,1.0,67.53399999999999,61.023,1.0601200000000002,1839.3333333333333,12.5664,9.666666666666666,50.333333333333336,108.5,59.166666666666664,231.4476666666667,210.08833333333334,118.66666666666667,1.9989133333333333,2835.015,17812.933333333334,8906.461666666668,144.78566666666669,173.94650000000001,7.166666666666667,0.9203463333333334,16.055783333333334,1.0,64.75881666666668,56.56125,1.0680066666666668,1813.5,12.5664,9.5,50.5,108.5,59.0,236.964,206.0775,118.5,1.9989,2800.3050000000003,17594.85,8797.415,147.95350000000002,173.8115,7.0,0.9191315,16.14985,1.0,64.82775000000001,56.3749,1.0619200000000002
00735_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_16_37,T,MFG,36,F,1046,12.5664,7,37,79,43,189.34799999999998,238.21200000000002,110.786,1.9980900000000001,2669.36,16772.1,8386.04,134.053,168.669,6,0.9177139999999999,12.2278,1.0,75.5027,64.3091,1.1321,873.8333333333334,12.5664,6.833333333333333,32.666666666666664,70.66666666666667,39.0,210.3125,224.40933333333336,90.52083333333333,1.9975483333333335,2188.981666666667,13753.798333333334,6876.893333333333,130.26283333333333,152.85716666666664,6.166666666666667,0.9233821666666667,11.298005000000002,1.0,76.81173333333334,63.56238333333334,1.1091966666666668,856.0,12.5664,7.0,34.0,73.5,40.5,203.6,230.577,97.369,1.9976600000000002,2358.985,14822.0,7410.98,130.558,155.274,6.0,0.9227350000000001,10.420850000000002,1.0,76.72975,63.83735,1.11781
00736_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_17_18,T,MFG,36,F,1407,12.5664,9,35,77,43,178.65900000000002,243.30200000000002,123.0,1.99858,2382.51,14969.7,7484.87,143.796,168.924,6,0.9049709999999999,17.2597,1.0,81.9755,61.2892,1.12074,1330.6666666666667,12.5664,9.666666666666666,30.0,67.83333333333333,38.833333333333336,160.04666666666665,210.26516666666666,104.31483333333334,1.9984850000000003,2051.7583333333337,12891.533333333335,6445.781666666667,132.74283333333335,156.2665,6.0,0.9020231666666665,18.639866666666666,1.0,84.43181666666666,61.27435,1.1024133333333335,1381.0,12.5664,9.0,29.5,66.0,38.0,168.2245,204.50799999999998,102.4445,1.99855,2088.295,13121.1,6560.5599999999995,135.28050000000002,160.906,6.0,0.9010145,18.4862,1.0,82.59045,61.5107,1.1101450000000002
00738_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_09_15_53,T,MFG,36,F,2176,12.5664,10,42,92,51,215.81599999999997,255.292,125.0,1.99908,3177.45,19964.5,9982.27,173.355,209.558,6,0.8984770000000001,22.6413,1.0,72.206,58.8489,1.13951,2386.8333333333335,12.5664,9.333333333333334,45.666666666666664,99.16666666666667,54.5,235.91866666666667,246.72716666666665,127.5,1.9991416666666666,3466.6666666666665,21781.699999999997,10890.846666666666,170.034,211.88766666666666,6.333333333333333,0.8985285,23.194866666666666,1.0,72.23653333333333,57.76983333333334,1.1253400000000002,2310.5,12.5664,10.0,44.5,96.5,53.5,229.42150000000004,238.8625,125.0,1.999135,3334.995,20954.4,10477.2,170.9235,212.215,6.0,0.8993775,22.967550000000003,1.0,73.5937,59.1301,1.1266850000000002
00740_P005_T01-S011_MFG_R0678_LJ-20220525_YXQ_stamp_2022_08_19_10_39,B,MFG,36,F,2289,12.5664,12,55,121,67,253.572,339.67800000000005,123.0,1.9991299999999999,4248.04,26691.2,13345.6,196.372,226.095,8,0.9193530000000001,17.9091,1.0,85.2536,63.3401,1.11592,2524.8333333333335,12.5664,11.833333333333334,62.0,134.5,73.5,277.28950000000003,326.231,128.33333333333334,1.9991999999999999,4621.945000000001,29040.533333333336,14520.25,209.30116666666666,249.02200000000005,9.0,0.9192711666666668,17.797366666666665,1.0,85.10871666666667,62.424733333333336,1.1247266666666667,2539.5,12.5664,12.0,61.0,132.0,72.0,286.455,328.8299999999999,125.0,1.9992150000000002,4651.785,29228.050000000003,14614.0,209.03,252.111,8.0,0.9183855000000001,17.6452,1.0,84.88204999999999,62.44825,1.123545
00744_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_09_16_42,B,MFG,36,F,2443,12.5664,10,49,106,58,241.775,257.045,138.0,1.99918,3780.6,23754.2,11877.1,160.849,192.658,6,0.9186,22.0377,1.0,72.7314,50.6438,1.11286,2405.6666666666665,12.5664,10.333333333333334,49.166666666666664,106.66666666666667,58.5,257.22283333333337,245.82233333333332,132.16666666666666,1.9991633333333336,3701.975,23260.166666666668,11630.085,157.33216666666667,195.90649999999997,6.666666666666667,0.9147216666666665,21.57123333333333,1.0,73.03041666666667,53.0488,1.0941166666666666,2468.5,12.5664,10.5,48.5,105.0,57.5,248.6465,251.19150000000002,135.0,1.99919,3689.215,23180.0,11590.0,156.5145,194.086,6.5,0.9162085,21.982750000000003,1.0,73.67580000000001,53.19715,1.10262
00745_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_18,T,MFG,36,F,1127,12.5664,12,32,74,43,192.855,185.84099999999998,86.978,1.99823,2209.53,13882.9,6941.45,143.218,196.15200000000002,8,0.9011440000000001,14.2162,1.0,79.5719,69.7466,1.0559399999999999,1040.1666666666667,12.5664,10.666666666666666,25.833333333333332,60.666666666666664,35.833333333333336,200.32633333333334,188.1095,82.82966666666667,1.9980316666666667,1946.8933333333334,12232.701666666666,6116.346666666667,130.88383333333334,168.68283333333332,7.333333333333333,0.8957436666666668,16.299400000000002,1.0,79.42783333333334,70.46051666666666,1.0803983333333331,1098.5,12.5664,11.0,25.0,58.5,35.0,194.41,188.465,83.0,1.99818,1909.825,11999.8,5999.889999999999,129.2335,163.8065,7.5,0.8993365000000001,16.1467,1.0,80.38775,70.53105,1.072665
00746_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_09_17_20,B,MFG,36,F,1561,12.5664,8,49,104,56,202.07299999999998,183.975,66.0,1.99872,2394.57,15045.5,7522.77,130.004,148.961,6,0.9085979999999999,14.0,1.0,84.8538,64.28399999999999,1.0981,1566.6666666666667,12.5664,8.5,47.666666666666664,102.16666666666667,55.5,193.67666666666665,195.30616666666666,87.49083333333333,1.998715,2340.94,14708.566666666668,7354.278333333333,125.61883333333334,150.6765,6.5,0.9083216666666666,14.3332,1.0,83.21130000000001,64.28798333333333,1.0976766666666666,1586.5,12.5664,8.5,47.5,103.0,56.0,190.976,188.35750000000002,91.9725,1.99874,2380.165,14955.0,7477.505,122.77199999999999,151.3905,6.0,0.9094789999999999,14.3204,1.0,84.0701,64.33099999999999,1.09275
00747_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_20,T,MFG,36,F,1960,12.5664,10,46,100,55,252.97299999999998,227.523,136.947,1.99898,3371.15,21181.6,10590.8,149.417,176.609,7,0.913759,18.59,1.0,84.7379,66.2828,1.14371,2084.0,12.5664,9.666666666666666,48.166666666666664,104.16666666666667,57.0,245.41516666666666,230.74666666666667,134.49116666666666,1.9990366666666668,3266.406666666667,20523.449999999997,10261.716666666665,145.57666666666665,184.41016666666667,7.0,0.9132263333333333,19.00675,1.0,83.3027,64.29543333333335,1.1176816666666667,2026.5,12.5664,10.0,47.0,101.0,55.5,249.1555,230.06799999999998,134.4735,1.999015,3286.105,20647.2,10323.599999999999,147.4525,181.35750000000002,7.0,0.9132595,18.7406,1.0,83.23715,63.9166,1.114255
00748_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_20,B,MFG,36,F,1400,12.5664,8,31,68,38,208.69,176.623,111.0,1.9985700000000002,2062.62,12959.8,6479.9,148.356,169.688,6,0.9068860000000001,19.5735,1.0,90.5043,70.0782,1.1394799999999998,1185.1666666666667,12.5664,8.0,26.666666666666668,59.333333333333336,33.666666666666664,202.8696666666667,183.486,106.66366666666666,1.9981283333333335,1809.5466666666664,11369.711666666668,5684.856666666667,134.13316666666665,165.4633333333333,6.0,0.9061923333333333,18.524199999999997,1.0,92.32053333333333,70.662,1.1145683333333334,1190.5,12.5664,8.5,26.5,59.5,34.0,205.636,183.07150000000001,106.5,1.998265,1789.31,11242.55,5621.275,138.207,168.36149999999998,6.0,0.9062875,18.3955,1.0,91.1571,69.7406,1.109455
00749_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_19_16_02,B,MFG,36,F,2075,12.5664,10,59,126,68,292.218,306.381,111.0,1.9990400000000002,4031.63,25331.5,12665.7,173.12099999999998,197.929,7,0.915012,15.4603,1.0,75.6604,60.0349,1.14986,2491.3333333333335,12.5664,9.333333333333334,69.83333333333333,147.66666666666666,78.83333333333333,283.58250000000004,309.14633333333336,121.0,1.999186666666667,4437.31,27880.449999999997,13940.199999999999,188.20749999999998,232.29433333333336,7.833333333333333,0.9208018333333333,15.966483333333334,1.0,76.27559999999998,57.760600000000004,1.119015,2460.0,12.5664,9.0,73.0,154.5,82.0,290.523,308.1135,117.0,1.9991850000000002,4362.46,27410.15,13705.05,184.7885,224.016,7.5,0.9220649999999999,15.5252,1.0,76.12365,58.43405,1.11194
00750_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_19_16_42,B,MFG,36,F,1754,12.5664,12,43,96,54,225.09599999999998,246.792,98.0,1.9988599999999999,3393.8,21323.9,10661.9,152.254,181.345,5,0.9091530000000001,17.2604,1.0,72.8473,62.695,1.1442,1853.0,12.5664,14.166666666666666,43.0,98.16666666666667,56.166666666666664,225.33,234.29749999999999,97.30733333333335,1.9989150000000002,3173.023333333333,19936.7,9968.351666666667,149.11583333333334,173.92399999999998,6.166666666666667,0.9095780000000001,17.988316666666666,1.0,73.7587,59.72126666666667,1.1331433333333336,1889.0,12.5664,14.5,41.5,95.5,54.0,226.30949999999999,245.8105,96.0,1.9989400000000002,3246.7799999999997,20400.1,10200.085,150.96699999999998,174.4205,6.5,0.9093075000000002,18.2181,1.0,73.33055,60.081649999999996,1.146495
00751_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_26_17_09,B,MFG,36,F,2260,12.5664,13,55,123,69,294.93,334.254,108.0,1.99912,4203.71,26412.7,13206.3,189.579,232.1,6,0.9010950000000001,17.3659,1.0,86.2999,55.4242,1.13134,2849.3333333333335,12.5664,12.0,59.666666666666664,130.16666666666666,71.5,304.37516666666664,327.58816666666667,116.0,1.9992733333333332,5109.246666666667,32102.36666666667,16051.166666666664,199.01133333333334,242.694,7.333333333333333,0.9068883333333333,20.840616666666666,1.0,80.80061666666667,56.09961666666666,1.1199733333333335,2606.0,12.5664,12.5,56.5,123.5,69.0,302.2475,329.50800000000004,117.5,1.9992299999999998,4696.42,29508.5,14754.25,194.9205,229.8745,7.5,0.908208,20.8784,1.0,80.27095,55.745599999999996,1.12745
00754_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_11_12,B,MFG,36,F,2186,12.5664,11,40,91,52,259.59,234.649,121.986,1.9990900000000003,3302.17,20748.2,10374.1,151.046,173.25900000000001,7,0.909859,23.011,1.0,88.8861,55.761,1.11135,2210.0,12.5664,11.5,40.0,90.16666666666667,51.166666666666664,244.57449999999997,235.4125,120.49766666666666,1.99909,3329.6666666666665,20920.93333333333,10460.453333333333,155.28150000000002,189.89483333333337,6.666666666666667,0.8985903333333333,23.59613333333333,1.0,89.88533333333332,58.34438333333335,1.1147433333333332,2156.5,12.5664,11.0,40.0,90.5,51.5,252.973,232.3585,120.993,1.999075,3269.6000000000004,20543.550000000003,10271.75,153.1125,189.03199999999998,6.0,0.8986215,23.874200000000002,1.0,88.87785,58.4209,1.1115650000000001
00755_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_11_13,B,MFG,36,F,2339,12.5664,10,43,95,53,251.955,258.063,93.0,1.9991400000000001,3442.64,21630.7,10815.4,156.76,198.213,7,0.91015,23.6105,1.0,85.1042,68.5587,1.1058,2275.6666666666665,12.5664,9.333333333333334,40.333333333333336,88.16666666666667,48.833333333333336,260.0305,264.2846666666667,104.16666666666667,1.999115,3378.638333333334,21228.583333333332,10614.315,164.73566666666667,207.00766666666667,6.833333333333333,0.9006151666666667,24.827616666666668,1.0,88.65888333333334,68.51169999999999,1.1160866666666667,2306.0,12.5664,9.5,41.0,89.0,49.0,256.7905,257.356,103.5,1.9991299999999999,3395.715,21335.9,10667.95,158.08100000000002,198.70350000000002,6.5,0.8994495,24.89885,1.0,86.9803,68.17060000000001,1.112305
00756_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_13_54,B,MFG,36,F,1739,12.5664,9,37,81,45,257.61,240.757,72.0,1.99885,2711.51,17036.9,8518.44,166.25799999999998,198.857,6,0.912277,20.4568,1.0,85.4738,61.0489,1.12237,1536.1666666666667,12.5664,9.333333333333334,30.5,68.33333333333333,38.833333333333336,247.22583333333333,228.73383333333337,81.0,1.9986733333333333,2455.3849999999998,15427.633333333331,7713.820000000001,160.30150000000003,185.68783333333332,5.666666666666667,0.9135816666666665,21.642883333333334,1.0,86.20371666666666,62.127,1.1222583333333331,1573.5,12.5664,9.0,33.0,72.5,40.5,245.41500000000002,226.5035,79.5,1.9987249999999999,2533.02,15915.45,7957.73,163.911,192.2905,5.5,0.9130975,21.0312,1.0,86.4735,61.546850000000006,1.1222050000000001
